TS,Activity,EventID
11/28/2016 22:12:00,a,289
11/28/2016 22:13:00,h,290
11/28/2016 22:13:00,d,291
11/28/2016 22:13:00,f,292
11/28/2016 22:13:00,d,293
11/28/2016 22:13:00,a,294
11/28/2016 22:13:00,b,295
11/28/2016 22:13:00,a,296
11/28/2016 22:13:00,c,297
11/28/2016 22:13:00,d,298
11/28/2016 22:14:00,a,299
11/28/2016 22:14:00,b,300
11/28/2016 22:14:00,h,301
11/28/2016 22:14:00,a,302
11/28/2016 22:14:00,b,303
11/28/2016 22:14:00,d,304
11/28/2016 22:14:00,d,305
11/28/2016 22:14:00,g,306
11/28/2016 22:14:00,b,307
11/28/2016 22:15:00,d,308
11/28/2016 22:15:00,a,309
11/28/2016 22:15:00,d,310
11/28/2016 22:15:00,e,311
11/28/2016 22:15:00,b,312
11/28/2016 22:15:00,f,313
11/28/2016 22:15:00,b,314
11/28/2016 22:15:00,h,315
11/28/2016 22:16:00,b,316
11/28/2016 22:16:00,d,317
11/28/2016 22:16:00,c,318
11/28/2016 22:16:00,b,319
11/28/2016 22:16:00,d,320
11/28/2016 22:16:00,e,321
11/28/2016 22:16:00,h,322
11/28/2016 22:16:00,e,323
11/28/2016 22:16:00,c,324
11/28/2016 22:17:00,e,325
11/28/2016 22:17:00,b,326
11/28/2016 22:17:00,g,327
11/28/2016 22:17:00,b,328
11/28/2016 22:17:00,d,329
11/28/2016 22:17:00,d,330
11/28/2016 22:17:00,g,331
11/28/2016 22:18:00,d,332
11/28/2016 22:18:00,e,333
11/28/2016 22:18:00,h,334
11/28/2016 22:18:00,f,335
11/28/2016 22:18:00,e,336
11/28/2016 22:18:00,b,337
11/28/2016 22:18:00,b,338
11/28/2016 22:18:00,h,339
11/28/2016 22:19:00,b,340
11/28/2016 22:19:00,d,341
11/28/2016 22:19:00,h,342
11/28/2016 22:19:00,d,343
11/28/2016 22:19:00,e,344
11/28/2016 22:19:00,e,345
11/28/2016 22:20:00,a,346
11/28/2016 22:20:00,e,347
11/28/2016 22:20:00,b,348
11/28/2016 22:20:00,b,349
11/28/2016 22:20:00,d,350
11/28/2016 22:20:00,d,351
11/28/2016 22:20:00,a,352
11/28/2016 22:20:00,a,353
11/28/2016 22:21:00,d,354
11/28/2016 22:21:00,d,355
11/28/2016 22:21:00,e,356
11/28/2016 22:21:00,a,357
11/28/2016 22:21:00,b,358
11/28/2016 22:21:00,b,359
11/28/2016 22:21:00,a,360
11/28/2016 22:21:00,d,361
11/28/2016 22:21:00,d,362
11/28/2016 22:22:00,b,363
11/28/2016 22:22:00,b,364
11/28/2016 22:22:00,d,365
11/28/2016 22:22:00,d,366
11/28/2016 22:22:00,f,367
11/28/2016 22:22:00,d,368
11/28/2016 22:22:00,b,369
11/28/2016 22:22:00,a,370
11/28/2016 22:22:00,b,371
11/28/2016 22:23:00,e,372
11/28/2016 22:23:00,b,373
11/28/2016 22:23:00,b,374
11/28/2016 22:23:00,h,375
11/28/2016 22:23:00,c,376
11/28/2016 22:23:00,f,377
11/28/2016 22:23:00,b,378
11/28/2016 22:23:00,a,379
11/28/2016 22:23:00,d,380
11/28/2016 22:23:00,e,381
11/28/2016 22:24:00,a,382
11/28/2016 22:24:00,d,383
11/28/2016 22:24:00,f,384
11/28/2016 22:24:00,e,385
11/28/2016 22:24:00,g,386
11/28/2016 22:24:00,h,387
11/28/2016 22:24:00,f,388
11/28/2016 22:24:00,d,389
11/28/2016 22:24:00,b,390
11/28/2016 22:24:00,d,391
11/28/2016 22:25:00,d,392
11/28/2016 22:25:00,b,393
11/28/2016 22:25:00,h,394
11/28/2016 22:25:00,f,395
11/28/2016 22:25:00,d,396
11/28/2016 22:25:00,a,397
11/28/2016 22:25:00,h,398
11/28/2016 22:25:00,c,399
11/28/2016 22:25:00,h,400
11/28/2016 22:25:00,b,401
11/28/2016 22:25:00,e,402
11/28/2016 22:25:00,b,403
11/28/2016 22:26:00,a,404
11/28/2016 22:26:00,b,405
11/28/2016 22:26:00,e,406
11/28/2016 22:26:00,h,407
11/28/2016 22:26:00,b,408
11/28/2016 22:26:00,d,409
11/28/2016 22:26:00,g,410
11/28/2016 22:26:00,e,411
11/28/2016 22:26:00,d,412
11/28/2016 22:26:00,e,413
11/28/2016 22:27:00,d,414
11/28/2016 22:27:00,d,415
11/28/2016 22:27:00,b,416
11/28/2016 22:27:00,h,417
11/28/2016 22:27:00,d,418
11/28/2016 22:27:00,b,419
11/28/2016 22:27:00,d,420
11/28/2016 22:28:00,b,421
11/28/2016 22:28:00,f,422
11/28/2016 22:28:00,b,423
11/28/2016 22:28:00,c,424
11/28/2016 22:28:00,e,425
11/28/2016 22:28:00,a,426
11/28/2016 22:28:00,b,427
11/28/2016 22:28:00,e,428
11/28/2016 22:28:00,b,429
11/28/2016 22:29:00,e,430
11/28/2016 22:29:00,h,431
11/28/2016 22:29:00,g,432
11/28/2016 22:29:00,d,433
11/28/2016 22:29:00,d,434
11/28/2016 22:29:00,e,435
11/28/2016 22:29:00,d,436
11/28/2016 22:29:00,e,437
11/28/2016 22:30:00,d,438
11/28/2016 22:30:00,c,439
11/28/2016 22:30:00,a,440
11/28/2016 22:30:00,h,441
11/28/2016 22:30:00,b,442
11/28/2016 22:30:00,b,443
11/28/2016 22:30:00,d,444
11/28/2016 22:30:00,b,445
11/28/2016 22:30:00,d,446
11/28/2016 22:31:00,b,447
11/28/2016 22:31:00,g,448
11/28/2016 22:31:00,d,449
11/28/2016 22:31:00,e,450
11/28/2016 22:31:00,b,451
11/28/2016 22:31:00,b,452
11/28/2016 22:32:00,h,453
11/28/2016 22:32:00,b,454
11/28/2016 22:32:00,c,455
11/28/2016 22:32:00,d,456
11/28/2016 22:32:00,a,457
11/28/2016 22:32:00,e,458
11/28/2016 22:32:00,f,459
11/28/2016 22:33:00,c,460
11/28/2016 22:33:00,e,461
11/28/2016 22:33:00,a,462
11/28/2016 22:33:00,g,463
11/28/2016 22:33:00,b,464
11/28/2016 22:33:00,d,465
11/28/2016 22:33:00,d,466
11/28/2016 22:33:00,h,467
11/28/2016 22:33:00,f,468
11/28/2016 22:34:00,g,469
11/28/2016 22:34:00,d,470
11/28/2016 22:34:00,d,471
11/28/2016 22:34:00,h,472
11/28/2016 22:34:00,e,473
11/28/2016 22:34:00,b,474
11/28/2016 22:34:00,b,475
11/28/2016 22:34:00,h,476
11/28/2016 22:35:00,h,477
11/28/2016 22:35:00,b,478
11/28/2016 22:35:00,b,479
11/28/2016 22:35:00,d,480
11/28/2016 22:35:00,e,481
11/28/2016 22:36:00,e,482
11/28/2016 22:36:00,b,483
11/28/2016 22:36:00,c,484
11/28/2016 22:36:00,d,485
11/28/2016 22:37:00,c,486
11/28/2016 22:37:00,d,487
11/28/2016 22:37:00,g,488
11/28/2016 22:37:00,b,489
11/28/2016 22:37:00,a,490
11/28/2016 22:38:00,g,491
11/28/2016 22:38:00,b,492
11/28/2016 22:38:00,f,493
11/28/2016 22:38:00,a,494
11/28/2016 22:38:00,h,495
11/28/2016 22:38:00,d,496
11/28/2016 22:39:00,h,497
11/28/2016 22:39:00,e,498
11/28/2016 22:39:00,h,499
11/28/2016 22:39:00,d,500
11/28/2016 22:39:00,a,501
11/28/2016 22:39:00,f,502
11/28/2016 22:39:00,b,503
11/28/2016 22:40:00,a,504
11/28/2016 22:40:00,d,505
11/28/2016 22:40:00,b,506
11/28/2016 22:40:00,d,507
11/28/2016 22:40:00,a,508
11/28/2016 22:40:00,h,509
11/28/2016 22:41:00,d,510
11/28/2016 22:41:00,b,511
11/28/2016 22:41:00,b,512
11/28/2016 22:41:00,d,513
11/28/2016 22:41:00,f,514
11/28/2016 22:42:00,b,515
11/28/2016 22:42:00,c,516
11/28/2016 22:42:00,b,517
11/28/2016 22:42:00,h,518
11/28/2016 22:43:00,f,519
11/28/2016 22:43:00,g,520
11/28/2016 22:43:00,f,521
11/28/2016 22:43:00,a,522
11/28/2016 22:44:00,a,523
11/28/2016 22:44:00,a,524
11/28/2016 22:44:00,f,525
11/28/2016 22:44:00,a,526
11/28/2016 22:44:00,h,527
11/28/2016 22:44:00,a,528
11/28/2016 22:44:00,h,529
11/28/2016 22:44:00,h,530
11/28/2016 22:44:00,c,531
11/28/2016 22:44:00,d,532
11/28/2016 22:45:00,d,533
11/28/2016 22:45:00,a,534
11/28/2016 22:45:00,d,535
11/28/2016 22:45:00,h,536
11/28/2016 22:45:00,d,537
11/28/2016 22:45:00,d,538
11/28/2016 22:45:00,a,539
11/28/2016 22:45:00,g,540
11/28/2016 22:45:00,b,541
11/28/2016 22:46:00,a,542
11/28/2016 22:46:00,b,543
11/28/2016 22:46:00,d,544
11/28/2016 22:46:00,b,545
11/28/2016 22:46:00,b,546
11/28/2016 22:46:00,b,547
11/28/2016 22:46:00,d,548
11/28/2016 22:46:00,a,549
11/28/2016 22:46:00,h,550
11/28/2016 22:46:00,e,551
11/28/2016 22:47:00,d,552
11/28/2016 22:47:00,e,553
11/28/2016 22:47:00,b,554
11/28/2016 22:47:00,b,555
11/28/2016 22:47:00,d,556
11/28/2016 22:47:00,a,557
11/28/2016 22:47:00,a,558
11/28/2016 22:47:00,a,559
11/28/2016 22:47:00,d,560
11/28/2016 22:48:00,b,561
11/28/2016 22:48:00,d,562
11/28/2016 22:48:00,e,563
11/28/2016 22:48:00,f,564
11/28/2016 22:48:00,f,565
11/28/2016 22:48:00,c,566
11/28/2016 22:48:00,b,567
11/28/2016 22:48:00,d,568
11/28/2016 22:48:00,d,569
11/28/2016 22:48:00,d,570
11/28/2016 22:48:00,b,571
11/28/2016 22:49:00,e,572
11/28/2016 22:49:00,b,573
11/28/2016 22:49:00,d,574
11/28/2016 22:49:00,h,575
11/28/2016 22:49:00,h,576
11/28/2016 22:49:00,g,577
11/28/2016 22:49:00,c,578
11/28/2016 22:49:00,e,579
11/28/2016 22:49:00,b,580
11/28/2016 22:49:00,a,581
11/28/2016 22:49:00,b,582
11/28/2016 22:49:00,b,583
11/28/2016 22:50:00,d,584
11/28/2016 22:50:00,e,585
11/28/2016 22:50:00,b,586
11/28/2016 22:50:00,a,587
11/28/2016 22:50:00,h,588
11/28/2016 22:50:00,g,589
11/28/2016 22:50:00,d,590
11/28/2016 22:50:00,a,591
11/28/2016 22:50:00,e,592
11/28/2016 22:50:00,d,593
11/28/2016 22:50:00,e,594
11/28/2016 22:50:00,f,595
11/28/2016 22:51:00,b,596
11/28/2016 22:51:00,d,597
11/28/2016 22:51:00,d,598
11/28/2016 22:51:00,h,599
11/28/2016 22:51:00,b,600
11/28/2016 22:51:00,a,601
11/28/2016 22:51:00,d,602
11/28/2016 22:51:00,d,603
11/28/2016 22:51:00,b,604
11/28/2016 22:51:00,d,605
11/28/2016 22:51:00,f,606
11/28/2016 22:51:00,h,607
11/28/2016 22:52:00,e,608
11/28/2016 22:52:00,b,609
11/28/2016 22:52:00,f,610
11/28/2016 22:52:00,b,611
11/28/2016 22:52:00,e,612
11/28/2016 22:52:00,d,613
11/28/2016 22:52:00,b,614
11/28/2016 22:52:00,b,615
11/28/2016 22:52:00,b,616
11/28/2016 22:52:00,h,617
11/28/2016 22:53:00,d,618
11/28/2016 22:53:00,h,619
11/28/2016 22:53:00,a,620
11/28/2016 22:53:00,e,621
11/28/2016 22:53:00,a,622
11/28/2016 22:53:00,d,623
11/28/2016 22:53:00,b,624
11/28/2016 22:53:00,f,625
11/28/2016 22:53:00,e,626
11/28/2016 22:53:00,a,627
11/28/2016 22:54:00,b,628
11/28/2016 22:54:00,f,629
11/28/2016 22:54:00,d,630
11/28/2016 22:54:00,d,631
11/28/2016 22:54:00,a,632
11/28/2016 22:54:00,d,633
11/28/2016 22:54:00,b,634
11/28/2016 22:54:00,e,635
11/28/2016 22:54:00,f,636
11/28/2016 22:54:00,c,637
11/28/2016 22:54:00,h,638
11/28/2016 22:54:00,d,639
11/28/2016 22:54:00,d,640
11/28/2016 22:54:00,a,641
11/28/2016 22:55:00,e,642
11/28/2016 22:55:00,h,643
11/28/2016 22:55:00,b,644
11/28/2016 22:55:00,b,645
11/28/2016 22:55:00,d,646
11/28/2016 22:55:00,b,647
11/28/2016 22:55:00,e,648
11/28/2016 22:55:00,d,649
11/28/2016 22:55:00,h,650
11/28/2016 22:55:00,g,651
11/28/2016 22:55:00,a,652
11/28/2016 22:55:00,b,653
11/28/2016 22:55:00,b,654
11/28/2016 22:55:00,d,655
11/28/2016 22:55:00,a,656
11/28/2016 22:56:00,d,657
11/28/2016 22:56:00,e,658
11/28/2016 22:56:00,b,659
11/28/2016 22:56:00,d,660
11/28/2016 22:56:00,b,661
11/28/2016 22:56:00,h,662
11/28/2016 22:56:00,d,663
11/28/2016 22:56:00,a,664
11/28/2016 22:56:00,b,665
11/28/2016 22:56:00,d,666
11/28/2016 22:57:00,b,667
11/28/2016 22:57:00,a,668
11/28/2016 22:57:00,c,669
11/28/2016 22:57:00,d,670
11/28/2016 22:57:00,f,671
11/28/2016 22:57:00,b,672
11/28/2016 22:57:00,b,673
11/28/2016 22:57:00,f,674
11/28/2016 22:57:00,d,675
11/28/2016 22:57:00,f,676
11/28/2016 22:57:00,b,677
11/28/2016 22:58:00,d,678
11/28/2016 22:58:00,g,679
11/28/2016 22:58:00,b,680
11/28/2016 22:58:00,c,681
11/28/2016 22:58:00,a,682
11/28/2016 22:58:00,h,683
11/28/2016 22:58:00,f,684
11/28/2016 22:58:00,h,685
11/28/2016 22:58:00,b,686
11/28/2016 22:58:00,h,687
11/28/2016 22:58:00,c,688
11/28/2016 22:58:00,e,689
11/28/2016 22:59:00,f,690
11/28/2016 22:59:00,b,691
11/28/2016 22:59:00,h,692
11/28/2016 22:59:00,g,693
11/28/2016 22:59:00,d,694
11/28/2016 22:59:00,f,695
11/28/2016 22:59:00,a,696
11/28/2016 22:59:00,h,697
11/28/2016 22:59:00,c,698
11/28/2016 22:59:00,e,699
11/28/2016 22:59:00,g,700
11/28/2016 22:59:00,d,701
11/28/2016 23:00:00,h,702
11/28/2016 23:00:00,e,703
11/28/2016 23:00:00,a,704
11/28/2016 23:00:00,f,705
11/28/2016 23:00:00,h,706
11/28/2016 23:00:00,b,707
11/28/2016 23:00:00,h,708
11/28/2016 23:00:00,d,709
11/28/2016 23:00:00,g,710
11/28/2016 23:00:00,d,711
11/28/2016 23:00:00,h,712
11/28/2016 23:00:00,b,713
11/28/2016 23:01:00,d,714
11/28/2016 23:01:00,d,715
11/28/2016 23:01:00,h,716
11/28/2016 23:01:00,b,717
11/28/2016 23:01:00,h,718
11/28/2016 23:01:00,b,719
11/28/2016 23:01:00,e,720
11/28/2016 23:02:00,b,721
11/28/2016 23:02:00,b,722
11/28/2016 23:02:00,c,723
11/28/2016 23:02:00,e,724
11/28/2016 23:02:00,a,725
11/28/2016 23:02:00,d,726
11/28/2016 23:03:00,a,727
11/28/2016 23:03:00,e,728
11/28/2016 23:03:00,e,729
11/28/2016 23:03:00,g,730
11/28/2016 23:03:00,d,731
11/28/2016 23:03:00,c,732
11/28/2016 23:03:00,d,733
11/28/2016 23:03:00,b,734
11/28/2016 23:04:00,d,735
11/28/2016 23:04:00,d,736
11/28/2016 23:04:00,d,737
11/28/2016 23:04:00,h,738
11/28/2016 23:04:00,b,739
11/28/2016 23:04:00,a,740
11/28/2016 23:04:00,g,741
11/28/2016 23:04:00,b,742
11/28/2016 23:04:00,e,743
11/28/2016 23:05:00,b,744
11/28/2016 23:05:00,b,745
11/28/2016 23:05:00,a,746
11/28/2016 23:05:00,b,747
11/28/2016 23:05:00,d,748
11/28/2016 23:05:00,h,749
11/28/2016 23:05:00,e,750
11/28/2016 23:05:00,d,751
11/28/2016 23:06:00,e,752
11/28/2016 23:06:00,e,753
11/28/2016 23:06:00,d,754
11/28/2016 23:06:00,e,755
11/28/2016 23:06:00,a,756
11/28/2016 23:06:00,c,757
11/28/2016 23:06:00,b,758
11/28/2016 23:06:00,d,759
11/28/2016 23:06:00,b,760
11/28/2016 23:07:00,d,761
11/28/2016 23:07:00,d,762
11/28/2016 23:07:00,b,763
11/28/2016 23:07:00,d,764
11/28/2016 23:07:00,a,765
11/28/2016 23:07:00,d,766
11/28/2016 23:07:00,a,767
11/28/2016 23:07:00,g,768
11/28/2016 23:07:00,a,769
11/28/2016 23:07:00,b,770
11/28/2016 23:07:00,e,771
11/28/2016 23:08:00,b,772
11/28/2016 23:08:00,b,773
11/28/2016 23:08:00,e,774
11/28/2016 23:08:00,b,775
11/28/2016 23:08:00,d,776
11/28/2016 23:08:00,b,777
11/28/2016 23:08:00,d,778
11/28/2016 23:08:00,h,779
11/28/2016 23:08:00,d,780
11/28/2016 23:08:00,c,781
11/28/2016 23:08:00,e,782
11/28/2016 23:08:00,d,783
11/28/2016 23:09:00,a,784
11/28/2016 23:09:00,e,785
11/28/2016 23:09:00,d,786
11/28/2016 23:09:00,e,787
11/28/2016 23:09:00,b,788
11/28/2016 23:09:00,e,789
11/28/2016 23:09:00,b,790
11/28/2016 23:09:00,a,791
11/28/2016 23:09:00,b,792
11/28/2016 23:09:00,g,793
11/28/2016 23:09:00,d,794
11/28/2016 23:09:00,b,795
11/28/2016 23:10:00,f,796
11/28/2016 23:10:00,d,797
11/28/2016 23:10:00,d,798
11/28/2016 23:10:00,b,799
11/28/2016 23:10:00,d,800
11/28/2016 23:10:00,d,801
11/28/2016 23:10:00,d,802
11/28/2016 23:10:00,a,803
11/28/2016 23:10:00,e,804
11/28/2016 23:10:00,h,805
11/28/2016 23:10:00,b,806
11/28/2016 23:11:00,h,807
11/28/2016 23:11:00,b,808
11/28/2016 23:11:00,b,809
11/28/2016 23:11:00,e,810
11/28/2016 23:11:00,b,811
11/28/2016 23:11:00,c,812
11/28/2016 23:11:00,b,813
11/28/2016 23:11:00,f,814
11/28/2016 23:11:00,b,815
11/28/2016 23:11:00,d,816
11/28/2016 23:11:00,d,817
11/28/2016 23:11:00,e,818
11/28/2016 23:11:00,c,819
11/28/2016 23:12:00,e,820
11/28/2016 23:12:00,d,821
11/28/2016 23:12:00,g,822
