CaseID,Activity,Timestamp,Probability,initTime,sysTime,Diff,Start time 05/11/2021 15:52:18,,,from,3899,G2,G3899,0.462288353,,,Autocalculated average
23,b,11/28/2016 21:51,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
24,b,11/28/2016 21:52,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
21,c,11/28/2016 21:53,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
22,c,11/28/2016 21:53,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
23,c,11/28/2016 21:53,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
25,a,11/28/2016 21:55,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
24,c,11/28/2016 21:54,1,1.62074E+12,1.62074E+12,4,,,,,,,,,,,
25,d,11/28/2016 21:56,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
26,a,11/28/2016 21:57,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
27,a,11/28/2016 21:57,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
25,b,11/28/2016 21:57,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
26,d,11/28/2016 21:58,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
27,d,11/28/2016 21:58,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
28,a,11/28/2016 21:59,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
26,b,11/28/2016 21:59,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
27,b,11/28/2016 21:59,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
29,a,11/28/2016 22:00,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
28,d,11/28/2016 22:00,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
30,a,11/28/2016 22:01,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
31,a,11/28/2016 22:01,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
30,d,11/28/2016 22:02,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
31,d,11/28/2016 22:02,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
29,d,11/28/2016 22:01,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
28,b,11/28/2016 22:01,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
26,c,11/28/2016 22:01,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
27,c,11/28/2016 22:01,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
32,a,11/28/2016 22:02,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
33,a,11/28/2016 22:02,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
30,d,11/28/2016 22:02,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
31,d,11/28/2016 22:02,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
30,b,11/28/2016 22:03,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
31,b,11/28/2016 22:03,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
29,b,11/28/2016 22:02,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
32,d,11/28/2016 22:03,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
33,d,11/28/2016 22:03,0.5,1.62074E+12,1.62074E+12,4,,,,,,,,,,,
30,b,11/28/2016 22:03,0.5,1.62074E+12,1.62074E+12,4,,,,,,,,,,,
31,b,11/28/2016 22:03,0.5,1.62074E+12,1.62074E+12,4,,,,,,,,,,,
34,a,11/28/2016 22:04,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
34,d,11/28/2016 22:05,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
32,b,11/28/2016 22:04,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
33,b,11/28/2016 22:04,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
34,d,11/28/2016 22:05,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
34,b,11/28/2016 22:06,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
30,c,11/28/2016 22:05,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
31,c,11/28/2016 22:05,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
35,a,11/28/2016 22:06,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
34,b,11/28/2016 22:06,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
32,c,11/28/2016 22:06,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
33,c,11/28/2016 22:06,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
35,d,11/28/2016 22:07,1,1.62074E+12,1.62074E+12,2,,,,,,,,,,,
35,b,11/28/2016 22:08,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
36,a,11/28/2016 22:09,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
36,d,11/28/2016 22:10,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
36,d,11/28/2016 22:10,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
37,a,11/28/2016 22:11,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
36,b,11/28/2016 22:11,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
38,a,11/28/2016 22:12,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
39,a,11/28/2016 22:12,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
40,a,11/28/2016 22:12,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
37,d,11/28/2016 22:12,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
41,a,11/28/2016 22:13,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
42,a,11/28/2016 22:13,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
43,a,11/28/2016 22:14,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
38,d,11/28/2016 22:13,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
39,d,11/28/2016 22:13,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
40,d,11/28/2016 22:13,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
37,b,11/28/2016 22:13,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
36,c,11/28/2016 22:13,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
44,a,11/28/2016 22:14,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
43,d,11/28/2016 22:15,0.5,1.62074E+12,1.62074E+12,4,,,,,,,,,,,
44,d,11/28/2016 22:15,0.5,1.62074E+12,1.62074E+12,4,,,,,,,,,,,
41,d,11/28/2016 22:14,0.5,1.62074E+12,1.62074E+12,4,,,,,,,,,,,
38,b,11/28/2016 22:14,0.333333333,1.62074E+12,1.62074E+12,4,,,,,,,,,,,
39,b,11/28/2016 22:14,0.333333333,1.62074E+12,1.62074E+12,4,,,,,,,,,,,
40,b,11/28/2016 22:14,0.333333333,1.62074E+12,1.62074E+12,4,,,,,,,,,,,
45,a,11/28/2016 22:15,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
43,d,11/28/2016 22:15,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
44,d,11/28/2016 22:15,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
43,b,11/28/2016 22:16,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
44,b,11/28/2016 22:16,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
41,b,11/28/2016 22:15,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
45,d,11/28/2016 22:16,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
43,b,11/28/2016 22:16,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
44,b,11/28/2016 22:16,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
38,c,11/28/2016 22:16,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
39,c,11/28/2016 22:16,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
40,c,11/28/2016 22:16,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
45,b,11/28/2016 22:17,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
46,a,11/28/2016 22:20,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
47,a,11/28/2016 22:20,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
48,a,11/28/2016 22:20,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
46,d,11/28/2016 22:21,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
47,d,11/28/2016 22:21,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
48,d,11/28/2016 22:21,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
49,a,11/28/2016 22:21,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
50,a,11/28/2016 22:21,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
46,d,11/28/2016 22:21,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
47,d,11/28/2016 22:21,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
48,d,11/28/2016 22:21,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
46,b,11/28/2016 22:22,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
47,b,11/28/2016 22:22,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
48,b,11/28/2016 22:22,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
51,a,11/28/2016 22:22,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
49,d,11/28/2016 22:22,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
50,d,11/28/2016 22:22,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
46,b,11/28/2016 22:22,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
47,b,11/28/2016 22:22,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
48,b,11/28/2016 22:22,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
52,a,11/28/2016 22:23,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
53,a,11/28/2016 22:24,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
51,d,11/28/2016 22:23,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
49,b,11/28/2016 22:23,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
50,b,11/28/2016 22:23,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
53,d,11/28/2016 22:25,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
52,d,11/28/2016 22:24,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
51,b,11/28/2016 22:24,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
54,a,11/28/2016 22:25,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
55,a,11/28/2016 22:26,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
53,d,11/28/2016 22:25,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
52,b,11/28/2016 22:25,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
49,c,11/28/2016 22:25,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
50,c,11/28/2016 22:25,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
55,d,11/28/2016 22:27,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
54,d,11/28/2016 22:26,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
53,b,11/28/2016 22:26,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
55,d,11/28/2016 22:27,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
55,b,11/28/2016 22:28,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
54,b,11/28/2016 22:27,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
56,a,11/28/2016 22:28,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
55,b,11/28/2016 22:28,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
53,c,11/28/2016 22:28,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
56,d,11/28/2016 22:29,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
57,a,11/28/2016 22:30,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
56,b,11/28/2016 22:30,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
55,c,11/28/2016 22:30,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
57,d,11/28/2016 22:31,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
58,a,11/28/2016 22:32,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
57,b,11/28/2016 22:32,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
56,c,11/28/2016 22:32,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
59,a,11/28/2016 22:33,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
58,d,11/28/2016 22:33,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
59,d,11/28/2016 22:34,1,1.62074E+12,1.62074E+12,2,,,,,,,,,,,
58,b,11/28/2016 22:34,1,1.62074E+12,1.62074E+12,2,,,,,,,,,,,
59,b,11/28/2016 22:35,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
59,c,11/28/2016 22:37,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
58,c,11/28/2016 22:36,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
60,a,11/28/2016 22:37,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
61,a,11/28/2016 22:38,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
60,d,11/28/2016 22:38,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
62,a,11/28/2016 22:39,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
63,a,11/28/2016 22:40,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
61,d,11/28/2016 22:39,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
60,b,11/28/2016 22:39,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
64,a,11/28/2016 22:40,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
63,d,11/28/2016 22:41,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
64,d,11/28/2016 22:41,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
62,d,11/28/2016 22:40,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
61,b,11/28/2016 22:40,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
63,d,11/28/2016 22:41,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
64,d,11/28/2016 22:41,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
63,b,11/28/2016 22:42,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
64,b,11/28/2016 22:42,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
62,b,11/28/2016 22:41,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
63,b,11/28/2016 22:42,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
64,b,11/28/2016 22:42,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
61,c,11/28/2016 22:42,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
65,a,11/28/2016 22:43,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
66,a,11/28/2016 22:44,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
67,a,11/28/2016 22:44,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
68,a,11/28/2016 22:44,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
69,a,11/28/2016 22:44,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
66,d,11/28/2016 22:45,0.25,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
67,d,11/28/2016 22:45,0.25,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
68,d,11/28/2016 22:45,0.25,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
63,c,11/28/2016 22:44,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
64,c,11/28/2016 22:44,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
70,a,11/28/2016 22:45,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
71,a,11/28/2016 22:45,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
72,a,11/28/2016 22:46,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
66,d,11/28/2016 22:45,0.25,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
67,d,11/28/2016 22:45,0.25,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
68,d,11/28/2016 22:45,0.25,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
73,a,11/28/2016 22:46,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
72,d,11/28/2016 22:47,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
73,d,11/28/2016 22:47,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
70,d,11/28/2016 22:46,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
66,b,11/28/2016 22:46,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
67,b,11/28/2016 22:46,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
68,b,11/28/2016 22:46,0.333333333,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
74,a,11/28/2016 22:47,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
75,a,11/28/2016 22:47,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
76,a,11/28/2016 22:47,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
72,d,11/28/2016 22:47,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
73,d,11/28/2016 22:47,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
72,b,11/28/2016 22:48,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
73,b,11/28/2016 22:48,0.5,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
70,b,11/28/2016 22:47,1,1.62074E+12,1.62074E+12,0,,,,,,,,,,,
