CaseID,Activity,Timestamp,Probability,initTime,sysTime
115,12,b,11/28/2016 21:44:00,0.3333333333333333,1621269778351,1621269778356
115,13,b,11/28/2016 21:44:00,0.3333333333333333,1621269778351,1621269778356
115,14,b,11/28/2016 21:44:00,0.3333333333333333,1621269778351,1621269778356
119,3,c,11/28/2016 21:45:00,0.5,1621269778351,1621269778356
119,4,c,11/28/2016 21:45:00,0.5,1621269778351,1621269778356
116,15,c,11/28/2016 21:44:00,1.0,1621269778351,1621269778356
118,3,e,11/28/2016 21:44:00,0.5,1621269778351,1621269778356
118,4,e,11/28/2016 21:44:00,0.5,1621269778351,1621269778356
113,12,h,11/28/2016 21:44:00,0.3333333333333333,1621269778351,1621269778357
113,13,h,11/28/2016 21:44:00,0.3333333333333333,1621269778351,1621269778357
113,14,h,11/28/2016 21:44:00,0.3333333333333333,1621269778351,1621269778357
114,12,h,11/28/2016 21:44:00,0.3333333333333333,1621269778351,1621269778357
114,13,h,11/28/2016 21:44:00,0.3333333333333333,1621269778351,1621269778357
121,3,d,11/28/2016 21:45:00,0.5,1621269778493,1621269778498
121,4,d,11/28/2016 21:45:00,0.5,1621269778493,1621269778498
123,12,c,11/28/2016 21:46:00,0.3333333333333333,1621269778493,1621269778499
123,13,c,11/28/2016 21:46:00,0.3333333333333333,1621269778493,1621269778499
123,14,c,11/28/2016 21:46:00,0.3333333333333333,1621269778493,1621269778499
122,3,f,11/28/2016 21:45:00,0.5,1621269778493,1621269778499
122,4,f,11/28/2016 21:45:00,0.5,1621269778493,1621269778499
120,15,g,11/28/2016 21:45:00,1.0,1621269778493,1621269778499
124,16,a,11/28/2016 21:46:00,1.0,1621269778539,1621269778539
128,17,a,11/28/2016 21:46:00,1.0,1621269778666,1621269778666
129,3,b,11/28/2016 21:46:00,0.5,1621269778760,1621269778765
129,4,b,11/28/2016 21:46:00,0.5,1621269778760,1621269778765
126,12,f,11/28/2016 21:46:00,0.3333333333333333,1621269778760,1621269778765
126,13,f,11/28/2016 21:46:00,0.3333333333333333,1621269778760,1621269778765
126,14,f,11/28/2016 21:46:00,0.3333333333333333,1621269778760,1621269778765
131,12,g,11/28/2016 21:47:00,0.3333333333333333,1621269778760,1621269778765
131,13,g,11/28/2016 21:47:00,0.3333333333333333,1621269778760,1621269778765
131,14,g,11/28/2016 21:47:00,0.3333333333333333,1621269778760,1621269778765
125,3,g,11/28/2016 21:46:00,0.5,1621269778760,1621269778765
125,4,g,11/28/2016 21:46:00,0.5,1621269778760,1621269778765
127,3,h,11/28/2016 21:46:00,0.3333333333333333,1621269778760,1621269778765
127,4,h,11/28/2016 21:46:00,0.3333333333333333,1621269778760,1621269778765
127,15,h,11/28/2016 21:46:00,0.3333333333333333,1621269778760,1621269778765
130,3,h,11/28/2016 21:46:00,0.3333333333333333,1621269778760,1621269778765
130,4,h,11/28/2016 21:46:00,0.3333333333333333,1621269778760,1621269778765
133,18,a,11/28/2016 21:47:00,1.0,1621269778840,1621269778840
137,19,a,11/28/2016 21:47:00,1.0,1621269778967,1621269778967
132,16,d,11/28/2016 21:47:00,0.5,1621269779044,1621269779045
132,17,d,11/28/2016 21:47:00,0.5,1621269779044,1621269779045
136,16,d,11/28/2016 21:47:00,0.5,1621269779044,1621269779045
136,17,d,11/28/2016 21:47:00,0.5,1621269779044,1621269779045
138,3,e,11/28/2016 21:47:00,0.5,1621269779044,1621269779045
138,4,e,11/28/2016 21:47:00,0.5,1621269779044,1621269779045
139,12,h,11/28/2016 21:48:00,0.3333333333333333,1621269779044,1621269779045
139,13,h,11/28/2016 21:48:00,0.3333333333333333,1621269779044,1621269779045
139,14,h,11/28/2016 21:48:00,0.3333333333333333,1621269779044,1621269779045
134,12,h,11/28/2016 21:47:00,0.2,1621269779044,1621269779045
134,13,h,11/28/2016 21:47:00,0.2,1621269779044,1621269779045
141,20,a,11/28/2016 21:48:00,1.0,1621269779122,1621269779122
146,21,a,11/28/2016 21:49:00,1.0,1621269779282,1621269779282
142,18,d,11/28/2016 21:48:00,0.25,1621269779282,1621269779283
142,19,d,11/28/2016 21:48:00,0.25,1621269779282,1621269779283
142,3,d,11/28/2016 21:48:00,0.25,1621269779282,1621269779283
142,4,d,11/28/2016 21:48:00,0.25,1621269779282,1621269779283
144,18,d,11/28/2016 21:48:00,0.25,1621269779282,1621269779283
140,16,b,11/28/2016 21:48:00,0.5,1621269779282,1621269779283
140,17,b,11/28/2016 21:48:00,0.5,1621269779282,1621269779283
143,16,b,11/28/2016 21:48:00,0.5,1621269779282,1621269779283
147,22,a,11/28/2016 21:49:00,1.0,1621269779313,1621269779313
151,23,a,11/28/2016 21:49:00,1.0,1621269779441,1621269779441
154,21,d,11/28/2016 21:50:00,0.3333333333333333,1621269779536,1621269779537
154,22,d,11/28/2016 21:50:00,0.3333333333333333,1621269779536,1621269779537
154,23,d,11/28/2016 21:50:00,0.3333333333333333,1621269779536,1621269779537
149,20,d,11/28/2016 21:49:00,1.0,1621269779536,1621269779537
150,18,b,11/28/2016 21:49:00,0.4,1621269779536,1621269779537
150,19,b,11/28/2016 21:49:00,0.2,1621269779536,1621269779537
150,3,b,11/28/2016 21:49:00,0.2,1621269779536,1621269779537
150,4,b,11/28/2016 21:49:00,0.2,1621269779536,1621269779537
148,16,e,11/28/2016 21:49:00,0.6666666666666666,1621269779536,1621269779537
148,17,e,11/28/2016 21:49:00,0.3333333333333333,1621269779536,1621269779537
162,24,a,11/28/2016 21:50:00,1.0,1621269779817,1621269779818
155,21,d,11/28/2016 21:50:00,0.2,1621269779849,1621269779854
155,22,d,11/28/2016 21:50:00,0.2,1621269779849,1621269779854
155,23,d,11/28/2016 21:50:00,0.2,1621269779849,1621269779854
155,16,d,11/28/2016 21:50:00,0.2,1621269779849,1621269779854
155,17,d,11/28/2016 21:50:00,0.2,1621269779849,1621269779854
163,21,b,11/28/2016 21:51:00,0.3333333333333333,1621269779849,1621269779854
163,22,b,11/28/2016 21:51:00,0.3333333333333333,1621269779849,1621269779855
163,23,b,11/28/2016 21:51:00,0.3333333333333333,1621269779849,1621269779855
157,20,b,11/28/2016 21:50:00,1.0,1621269779849,1621269779855
160,16,c,11/28/2016 21:50:00,0.6666666666666666,1621269779849,1621269779855
160,17,c,11/28/2016 21:50:00,0.3333333333333333,1621269779849,1621269779855
158,18,e,11/28/2016 21:50:00,0.25,1621269779849,1621269779855
158,19,e,11/28/2016 21:50:00,0.25,1621269779849,1621269779856
158,3,e,11/28/2016 21:50:00,0.25,1621269779849,1621269779856
158,4,e,11/28/2016 21:50:00,0.25,1621269779849,1621269779856
161,18,e,11/28/2016 21:50:00,0.25,1621269779849,1621269779856
166,24,d,11/28/2016 21:51:00,0.16666666666666666,1621269780180,1621269780181
166,18,d,11/28/2016 21:51:00,0.3333333333333333,1621269780180,1621269780181
166,19,d,11/28/2016 21:51:00,0.16666666666666666,1621269780180,1621269780181
166,3,d,11/28/2016 21:51:00,0.16666666666666666,1621269780180,1621269780181
166,4,d,11/28/2016 21:51:00,0.16666666666666666,1621269780180,1621269780181
164,21,b,11/28/2016 21:51:00,0.25,1621269780180,1621269780181
164,22,b,11/28/2016 21:51:00,0.25,1621269780180,1621269780181
164,23,b,11/28/2016 21:51:00,0.25,1621269780180,1621269780181
172,21,e,11/28/2016 21:52:00,0.3333333333333333,1621269780180,1621269780181
172,22,e,11/28/2016 21:52:00,0.3333333333333333,1621269780180,1621269780181
172,23,e,11/28/2016 21:52:00,0.3333333333333333,1621269780180,1621269780181
169,18,f,11/28/2016 21:51:00,0.25,1621269780180,1621269780181
169,19,f,11/28/2016 21:51:00,0.25,1621269780180,1621269780181
169,3,f,11/28/2016 21:51:00,0.25,1621269780180,1621269780181
169,4,f,11/28/2016 21:51:00,0.25,1621269780180,1621269780181
168,16,g,11/28/2016 21:51:00,0.5,1621269780180,1621269780181
168,17,g,11/28/2016 21:51:00,0.5,1621269780180,1621269780181
180,21,d,11/28/2016 21:53:00,0.3333333333333333,1621269780434,1621269780435
180,22,d,11/28/2016 21:53:00,0.3333333333333333,1621269780434,1621269780435
180,23,d,11/28/2016 21:53:00,0.3333333333333333,1621269780434,1621269780435
175,24,b,11/28/2016 21:52:00,0.2,1621269780434,1621269780435
175,18,b,11/28/2016 21:52:00,0.2,1621269780434,1621269780435
175,19,b,11/28/2016 21:52:00,0.2,1621269780434,1621269780435
175,3,b,11/28/2016 21:52:00,0.2,1621269780434,1621269780435
175,4,b,11/28/2016 21:52:00,0.2,1621269780434,1621269780435
173,21,e,11/28/2016 21:52:00,0.3333333333333333,1621269780434,1621269780435
173,22,e,11/28/2016 21:52:00,0.3333333333333333,1621269780434,1621269780435
173,23,e,11/28/2016 21:52:00,0.3333333333333333,1621269780434,1621269780435
174,20,f,11/28/2016 21:52:00,1.0,1621269780434,1621269780435
176,18,h,11/28/2016 21:52:00,0.16666666666666666,1621269780434,1621269780435
176,19,h,11/28/2016 21:52:00,0.16666666666666666,1621269780434,1621269780435
176,3,h,11/28/2016 21:52:00,0.16666666666666666,1621269780434,1621269780435
176,4,h,11/28/2016 21:52:00,0.16666666666666666,1621269780434,1621269780435
176,16,h,11/28/2016 21:52:00,0.16666666666666666,1621269780434,1621269780435
181,21,d,11/28/2016 21:53:00,0.3333333333333333,1621269780611,1621269780615
181,22,d,11/28/2016 21:53:00,0.3333333333333333,1621269780611,1621269780617
181,23,d,11/28/2016 21:53:00,0.3333333333333333,1621269780611,1621269780617
185,21,b,11/28/2016 21:54:00,0.3333333333333333,1621269780611,1621269780617
185,22,b,11/28/2016 21:54:00,0.3333333333333333,1621269780611,1621269780617
185,23,b,11/28/2016 21:54:00,0.3333333333333333,1621269780611,1621269780617
184,21,c,11/28/2016 21:53:00,0.3333333333333333,1621269780611,1621269780617
184,22,c,11/28/2016 21:53:00,0.3333333333333333,1621269780611,1621269780617
184,23,c,11/28/2016 21:53:00,0.3333333333333333,1621269780611,1621269780617
182,21,f,11/28/2016 21:53:00,0.3333333333333333,1621269780611,1621269780617
182,22,f,11/28/2016 21:53:00,0.3333333333333333,1621269780611,1621269780617
182,23,f,11/28/2016 21:53:00,0.3333333333333333,1621269780611,1621269780617
183,20,h,11/28/2016 21:53:00,1.0,1621269780611,1621269780617
192,25,a,11/28/2016 21:55:00,1.0,1621269780891,1621269780891
186,21,b,11/28/2016 21:54:00,0.3333333333333333,1621269780891,1621269780896
186,22,b,11/28/2016 21:54:00,0.3333333333333333,1621269780891,1621269780896
186,23,b,11/28/2016 21:54:00,0.3333333333333333,1621269780891,1621269780896
188,24,c,11/28/2016 21:54:00,0.2,1621269780891,1621269780897
188,18,c,11/28/2016 21:54:00,0.2,1621269780891,1621269780897
188,19,c,11/28/2016 21:54:00,0.2,1621269780891,1621269780897
188,3,c,11/28/2016 21:54:00,0.2,1621269780891,1621269780897
188,4,c,11/28/2016 21:54:00,0.2,1621269780891,1621269780897
189,21,g,11/28/2016 21:54:00,0.3333333333333333,1621269780891,1621269780897
189,22,g,11/28/2016 21:54:00,0.3333333333333333,1621269780891,1621269780898
189,23,g,11/28/2016 21:54:00,0.3333333333333333,1621269780891,1621269780898
187,21,h,11/28/2016 21:54:00,0.3333333333333333,1621269780891,1621269780898
187,22,h,11/28/2016 21:54:00,0.3333333333333333,1621269780891,1621269780898
187,23,h,11/28/2016 21:54:00,0.3333333333333333,1621269780891,1621269780898
197,21,c,11/28/2016 21:56:00,0.3333333333333333,1621269781065,1621269781066
197,22,c,11/28/2016 21:56:00,0.3333333333333333,1621269781065,1621269781066
197,23,c,11/28/2016 21:56:00,0.3333333333333333,1621269781065,1621269781066
193,24,g,11/28/2016 21:55:00,0.2,1621269781065,1621269781066
193,18,g,11/28/2016 21:55:00,0.2,1621269781065,1621269781066
193,19,g,11/28/2016 21:55:00,0.2,1621269781065,1621269781066
193,3,g,11/28/2016 21:55:00,0.2,1621269781065,1621269781066
193,4,g,11/28/2016 21:55:00,0.2,1621269781065,1621269781066
194,21,h,11/28/2016 21:55:00,0.3333333333333333,1621269781065,1621269781066
194,22,h,11/28/2016 21:55:00,0.3333333333333333,1621269781065,1621269781066
194,23,h,11/28/2016 21:55:00,0.3333333333333333,1621269781065,1621269781066
199,25,d,11/28/2016 21:56:00,1.0,1621269781270,1621269781273
198,21,f,11/28/2016 21:56:00,0.3333333333333333,1621269781270,1621269781273
198,22,f,11/28/2016 21:56:00,0.3333333333333333,1621269781270,1621269781273
198,23,f,11/28/2016 21:56:00,0.3333333333333333,1621269781270,1621269781273
203,21,g,11/28/2016 21:57:00,0.3333333333333333,1621269781270,1621269781273
203,22,g,11/28/2016 21:57:00,0.3333333333333333,1621269781270,1621269781273
203,23,g,11/28/2016 21:57:00,0.3333333333333333,1621269781270,1621269781274
200,24,h,11/28/2016 21:56:00,0.2,1621269781270,1621269781274
200,18,h,11/28/2016 21:56:00,0.2,1621269781270,1621269781274
200,19,h,11/28/2016 21:56:00,0.2,1621269781270,1621269781274
200,3,h,11/28/2016 21:56:00,0.2,1621269781270,1621269781274
200,4,h,11/28/2016 21:56:00,0.2,1621269781270,1621269781274
206,26,a,11/28/2016 21:57:00,1.0,1621269781378,1621269781379
207,27,a,11/28/2016 21:57:00,1.0,1621269781425,1621269781425
205,25,b,11/28/2016 21:57:00,1.0,1621269781470,1621269781474
208,21,h,11/28/2016 21:58:00,0.3333333333333333,1621269781470,1621269781474
208,22,h,11/28/2016 21:58:00,0.3333333333333333,1621269781470,1621269781474
208,23,h,11/28/2016 21:58:00,0.3333333333333333,1621269781470,1621269781474
204,21,h,11/28/2016 21:57:00,0.3333333333333333,1621269781470,1621269781474
204,22,h,11/28/2016 21:57:00,0.3333333333333333,1621269781470,1621269781475
210,26,d,11/28/2016 21:58:00,0.5,1621269781611,1621269781614
210,27,d,11/28/2016 21:58:00,0.5,1621269781611,1621269781614
211,26,d,11/28/2016 21:58:00,0.5,1621269781611,1621269781614
211,27,d,11/28/2016 21:58:00,0.5,1621269781611,1621269781614
209,25,e,11/28/2016 21:58:00,1.0,1621269781611,1621269781614
215,28,a,11/28/2016 21:59:00,1.0,1621269781722,1621269781723
213,26,b,11/28/2016 21:59:00,0.5,1621269781753,1621269781757
213,27,b,11/28/2016 21:59:00,0.5,1621269781753,1621269781757
214,26,b,11/28/2016 21:59:00,0.5,1621269781753,1621269781757
219,29,a,11/28/2016 22:00:00,1.0,1621269781863,1621269781863
218,28,d,11/28/2016 22:00:00,1.0,1621269781894,1621269781896
217,26,e,11/28/2016 22:00:00,0.6666666666666666,1621269781894,1621269781896
217,27,e,11/28/2016 22:00:00,0.3333333333333333,1621269781894,1621269781896
217,26,e,11/28/2016 22:00:00,0.6666666666666666,1621269781894,1621269781896
221,30,a,11/28/2016 22:01:00,1.0,1621269781939,1621269781939
226,31,a,11/28/2016 22:01:00,1.0,1621269782097,1621269782098
227,30,d,11/28/2016 22:02:00,0.5,1621269782129,1621269782132
227,31,d,11/28/2016 22:02:00,0.5,1621269782129,1621269782132
223,29,d,11/28/2016 22:01:00,0.25,1621269782129,1621269782132
223,26,d,11/28/2016 22:01:00,0.5,1621269782129,1621269782132
223,27,d,11/28/2016 22:01:00,0.25,1621269782129,1621269782132
224,28,b,11/28/2016 22:01:00,1.0,1621269782129,1621269782132
222,26,c,11/28/2016 22:01:00,0.6666666666666666,1621269782129,1621269782132
222,27,c,11/28/2016 22:01:00,0.3333333333333333,1621269782129,1621269782132
231,32,a,11/28/2016 22:02:00,1.0,1621269782269,1621269782269
232,33,a,11/28/2016 22:02:00,1.0,1621269782301,1621269782301
228,30,d,11/28/2016 22:02:00,0.5,1621269782395,1621269782396
228,31,d,11/28/2016 22:02:00,0.5,1621269782395,1621269782396
234,30,d,11/28/2016 22:02:00,0.5,1621269782395,1621269782396
234,31,d,11/28/2016 22:02:00,0.5,1621269782395,1621269782396
235,30,b,11/28/2016 22:03:00,0.5,1621269782395,1621269782396
235,31,b,11/28/2016 22:03:00,0.5,1621269782395,1621269782396
230,29,b,11/28/2016 22:02:00,0.3333333333333333,1621269782395,1621269782396
230,26,b,11/28/2016 22:02:00,0.3333333333333333,1621269782395,1621269782396
230,27,b,11/28/2016 22:02:00,0.3333333333333333,1621269782395,1621269782396
229,26,g,11/28/2016 22:02:00,0.5,1621269782395,1621269782396
229,27,g,11/28/2016 22:02:00,0.5,1621269782395,1621269782396
239,32,d,11/28/2016 22:03:00,0.5,1621269782675,1621269782680
239,33,d,11/28/2016 22:03:00,0.5,1621269782675,1621269782680
240,32,d,11/28/2016 22:03:00,0.5,1621269782675,1621269782680
240,33,d,11/28/2016 22:03:00,0.5,1621269782675,1621269782680
236,30,b,11/28/2016 22:03:00,0.5,1621269782675,1621269782680
236,31,b,11/28/2016 22:03:00,0.5,1621269782675,1621269782680
242,30,e,11/28/2016 22:04:00,0.5,1621269782675,1621269782680
242,31,e,11/28/2016 22:04:00,0.5,1621269782675,1621269782680
238,28,f,11/28/2016 22:03:00,1.0,1621269782675,1621269782680
237,26,h,11/28/2016 22:03:00,0.5,1621269782675,1621269782680
237,27,h,11/28/2016 22:03:00,0.5,1621269782675,1621269782680
246,34,a,11/28/2016 22:04:00,1.0,1621269782831,1621269782832
249,30,d,11/28/2016 22:05:00,0.3333333333333333,1621269782940,1621269782941
