Name,Pid,CPU,Thd,Hnd,Priv,CPU Time,Elapsed Time,Delta,Delta2,,,from,1101,,,,,,Autocalculated average
eclipse,27720,0,87,1524,770616,05:36.0,15:07.6,0,770616,,,,,,,,,,
eclipse,27720,0,87,1524,770616,05:36.0,15:08.8,0,770616,,,,,,,,,,
eclipse,27720,0,87,1524,770616,05:36.0,15:10.0,0,770616,,,,,,,,,,
eclipse,27720,0,87,1524,770616,05:36.0,15:11.3,0,770616,,,,,,,,,,
eclipse,27720,0,87,1524,770616,05:36.0,15:12.6,0,770616,,,,,,,,,,
eclipse,27720,0,87,1524,770616,05:36.0,15:13.9,0,770616,,,,,,,,,,
eclipse,27720,0,87,1524,770616,05:36.0,15:15.1,0,770616,,,,,,,,,,
eclipse,27720,0,87,1524,770616,05:36.0,15:16.4,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:17.7,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:18.9,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:20.1,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:21.3,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:22.6,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:23.8,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:25.1,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:26.5,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:27.7,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:29.1,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:30.4,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:31.7,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:33.0,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:34.2,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:35.5,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:36.9,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:38.2,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:39.5,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:40.8,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:42.2,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:43.5,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:44.9,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.0,15:46.2,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,15:47.6,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,15:48.9,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,15:50.2,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,15:51.5,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,15:52.8,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,15:54.1,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,15:55.3,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,15:56.6,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,15:57.9,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,15:59.2,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:00.5,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:01.9,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:03.2,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:04.5,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:05.9,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:07.2,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:08.5,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:09.9,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:11.2,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:12.5,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:13.9,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:15.2,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:16.5,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:17.8,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:19.2,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:20.5,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:21.8,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:23.2,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:24.5,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:25.9,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:27.2,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:28.6,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:29.9,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:31.2,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:32.5,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:33.8,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:35.2,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:36.6,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:37.9,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:39.2,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:40.6,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:41.9,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:43.2,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:44.6,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:45.9,0,770616,,,,,,,,,,
eclipse,27720,0,87,1523,770616,05:36.1,16:47.3,0,770616,,,,,,,,,,
eclipse,27720,0,86,1519,770532,05:36.1,16:48.7,-84,770532,,,,,,,,,,
eclipse,27720,0,86,1519,770532,05:36.1,16:50.0,0,770532,,,,,,,,,,
eclipse,27720,0,86,1519,770532,05:36.1,16:51.3,0,770532,,,,,,,,,,
eclipse,27720,0,86,1519,770532,05:36.1,16:52.7,0,770532,,,,,,,,,,
eclipse,27720,0,86,1519,770532,05:36.1,16:54.0,0,770532,,,,,,,,,,
eclipse,27720,0,86,1519,770532,05:36.1,16:55.4,0,770532,,,,,,,,,,
eclipse,27720,0,86,1519,770532,05:36.1,16:56.8,0,770532,,,,,,,,,,
eclipse,27720,0,86,1519,770532,05:36.1,16:58.1,0,770532,,,,,,,,,,
eclipse,27720,0,86,1519,770532,05:36.1,16:59.4,0,770532,,,,,,,,,,
eclipse,27720,0,86,1519,770532,05:36.1,17:00.8,0,770532,,,,,,,,,,
eclipse,27720,0,86,1519,770532,05:36.1,17:02.1,0,770532,,,,,,,,,,
eclipse,27720,0,86,1519,770532,05:36.1,17:03.5,0,770532,,,,,,,,,,
eclipse,27720,0,86,1519,770532,05:36.1,17:04.8,0,770532,,,,,,,,,,
eclipse,27720,0,86,1519,770532,05:36.1,17:06.2,0,770532,,,,,,,,,,
eclipse,27720,0,86,1519,770532,05:36.1,17:07.6,0,770532,,,,,,,,,,
eclipse,27720,0,86,1519,770532,05:36.1,17:09.1,0,770532,,,,,,,,,,
eclipse,27720,0,86,1519,770532,05:36.1,17:10.5,0,770532,,,,,,,,,,
eclipse,27720,0,86,1519,770532,05:36.1,17:11.9,0,770532,,,,,,,,,,
eclipse,27720,0,86,1519,770532,05:36.1,17:13.3,0,770532,,,,,,,,,,
eclipse,27720,0,86,1519,770532,05:36.1,17:14.8,0,770532,,,,,,,,,,
eclipse,27720,0,86,1519,770532,05:36.1,17:16.2,0,770532,,,,,,,,,,
eclipse,27720,0,86,1519,770532,05:36.1,17:17.6,0,770532,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:19.1,-84,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:20.5,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:22.0,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:23.4,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:24.8,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:26.2,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:27.7,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:29.1,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:30.5,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:31.9,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:33.4,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:34.8,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:36.2,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:37.7,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:39.1,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:40.5,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:41.9,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:43.4,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:44.8,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:46.3,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:47.7,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:49.1,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:50.6,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:52.0,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:53.4,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:54.9,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:56.3,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:57.7,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,17:59.1,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,18:00.6,0,770448,,,,,,,,,,
eclipse,27720,0,85,1515,770448,05:36.1,18:02.0,0,770448,,,,,,,,,,
eclipse,27720,0,86,1517,770512,05:36.1,18:03.4,64,770512,,,,,,,,,,
eclipse,27720,0,86,1517,770512,05:36.1,18:04.9,0,770512,,,,,,,,,,
eclipse,27720,0,86,1517,770512,05:36.1,18:06.3,0,770512,,,,,,,,,,
eclipse,27720,0,86,1517,770512,05:36.1,18:07.7,0,770512,,,,,,,,,,
eclipse,27720,0,86,1517,770512,05:36.1,18:09.2,0,770512,,,,,,,,,,
eclipse,27720,0,86,1517,770512,05:36.1,18:10.6,0,770512,,,,,,,,,,
eclipse,27720,0,85,1513,770484,05:36.1,18:12.0,-28,770484,,,,,,,,,,
eclipse,27720,0,85,1515,770488,05:36.1,18:13.4,4,770488,,,,,,,,,,
eclipse,27720,0,85,1515,770488,05:36.1,18:14.9,0,770488,,,,,,,,,,
eclipse,27720,0,85,1515,770488,05:36.1,18:16.3,0,770488,,,,,,,,,,
eclipse,27720,0,85,1515,770488,05:36.1,18:17.7,0,770488,,,,,,,,,,
eclipse,27720,0,85,1515,770488,05:36.1,18:19.1,0,770488,,,,,,,,,,
eclipse,27720,0,85,1515,770488,05:36.1,18:20.5,0,770488,,,,,,,,,,
eclipse,27720,0,85,1515,770488,05:36.1,18:21.9,0,770488,,,,,,,,,,
eclipse,27720,0,85,1515,770488,05:36.1,18:23.3,0,770488,,,,,,,,,,
eclipse,27720,0,85,1515,770488,05:36.1,18:24.6,0,770488,,,,,,,,,,
eclipse,27720,0,85,1515,770488,05:36.1,18:26.0,0,770488,,,,,,,,,,
eclipse,27720,0,85,1515,770488,05:36.1,18:27.4,0,770488,,,,,,,,,,
eclipse,27720,0,86,1519,770556,05:36.1,18:28.8,68,770556,,,,,,,,,,
eclipse,27720,0,86,1519,770556,05:36.1,18:30.2,0,770556,,,,,,,,,,
eclipse,27720,0,86,1519,770556,05:36.1,18:31.6,0,770556,,,,,,,,,,
eclipse,27720,0,86,1519,770556,05:36.1,18:32.9,0,770556,,,,,,,,,,
eclipse,27720,0,86,1519,770556,05:36.1,18:34.3,0,770556,,,,,,,,,,
eclipse,27720,0,86,1519,770556,05:36.1,18:35.6,0,770556,,,,,,,,,,
eclipse,27720,0,86,1519,770556,05:36.1,18:36.9,0,770556,,,,,,,,,,
eclipse,27720,0,86,1519,770556,05:36.1,18:38.2,0,770556,,,,,,,,,,
eclipse,27720,0,86,1519,770556,05:36.1,18:39.6,0,770556,,,,,,,,,,
eclipse,27720,0,86,1519,770556,05:36.1,18:40.9,0,770556,,,,,,,,,,
eclipse,27720,0,86,1519,770556,05:36.1,18:42.2,0,770556,,,,,,,,,,
eclipse,27720,0,86,1521,770556,05:36.1,18:43.6,0,770556,,,,,,,,,,
eclipse,27720,0,86,1521,770556,05:36.1,18:44.9,0,770556,,,,,,,,,,
eclipse,27720,0,86,1521,770556,05:36.1,18:46.4,0,770556,,,,,,,,,,
eclipse,27720,0,86,1521,770556,05:36.1,18:47.7,0,770556,,,,,,,,,,
eclipse,27720,0,86,1521,770556,05:36.1,18:49.0,0,770556,,,,,,,,,,
eclipse,27720,0,86,1521,770556,05:36.1,18:50.4,0,770556,,,,,,,,,,
eclipse,27720,0,84,1511,770420,05:36.1,18:51.7,-136,770420,,,,,,,,,,
eclipse,27720,0,82,1506,770360,05:36.2,18:53.0,-60,770360,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,18:54.2,-76,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,18:55.4,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,18:56.6,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,18:57.9,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,18:59.1,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:00.3,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:01.5,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:02.8,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:04.0,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:05.2,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:06.4,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:07.6,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:08.9,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:10.1,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:11.3,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:12.5,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:13.7,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:15.0,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:16.2,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:17.4,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:18.6,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:19.8,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:21.1,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:22.3,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:23.5,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:24.7,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:25.9,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:27.2,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:28.4,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:29.6,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:30.8,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:32.0,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:33.2,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:34.5,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:35.7,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:36.9,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:38.2,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:39.4,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:40.6,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:41.8,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:43.1,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:44.3,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:45.5,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:46.7,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:48.0,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:49.2,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:50.4,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:51.6,0,770284,,,,,,,,,,
eclipse,27720,0,82,1506,770284,05:36.2,19:52.9,0,770284,,,,,,,,,,
eclipse,27720,0,81,1502,770208,05:36.2,19:54.1,-76,770208,,,,,,,,,,
eclipse,27720,0,81,1502,770208,05:36.2,19:55.3,0,770208,,,,,,,,,,
eclipse,27720,0,81,1502,770208,05:36.2,19:56.5,0,770208,,,,,,,,,,
eclipse,27720,0,81,1502,770208,05:36.2,19:57.7,0,770208,,,,,,,,,,
eclipse,27720,0,81,1502,770208,05:36.2,19:59.0,0,770208,,,,,,,,,,
eclipse,27720,0,81,1502,770208,05:36.2,20:00.2,0,770208,,,,,,,,,,
eclipse,27720,0,81,1502,770208,05:36.2,20:01.4,0,770208,,,,,,,,,,
eclipse,27720,0,80,1498,770180,05:36.3,20:02.6,-28,770180,,,,,,,,,,
eclipse,27720,0,80,1498,770180,05:36.3,20:03.9,0,770180,,,,,,,,,,
eclipse,27720,0,80,1497,770180,05:36.4,20:05.1,0,770180,,,,,,,,,,
eclipse,27720,0,80,1497,770180,05:36.4,20:06.3,0,770180,,,,,,,,,,
eclipse,27720,0,80,1497,770180,05:36.4,20:07.5,0,770180,,,,,,,,,,
eclipse,27720,0,80,1497,770180,05:36.4,20:08.8,0,770180,,,,,,,,,,
eclipse,27720,0,80,1497,770180,05:36.4,20:10.0,0,770180,,,,,,,,,,
eclipse,27720,0,80,1497,770180,05:36.4,20:11.2,0,770180,,,,,,,,,,
eclipse,27720,0,80,1497,770180,05:36.4,20:12.4,0,770180,,,,,,,,,,
eclipse,27720,0,80,1497,770180,05:36.4,20:13.7,0,770180,,,,,,,,,,
eclipse,27720,0,80,1497,770180,05:36.4,20:14.9,0,770180,,,,,,,,,,
eclipse,27720,0,80,1497,770180,05:36.4,20:16.1,0,770180,,,,,,,,,,
eclipse,27720,0,80,1497,770180,05:36.4,20:17.3,0,770180,,,,,,,,,,
eclipse,27720,0,80,1497,770180,05:36.4,20:18.6,0,770180,,,,,,,,,,
eclipse,27720,0,80,1497,770180,05:36.4,20:19.8,0,770180,,,,,,,,,,
eclipse,27720,0,80,1497,770180,05:36.4,20:21.0,0,770180,,,,,,,,,,
eclipse,27720,0,80,1497,770180,05:36.4,20:22.2,0,770180,,,,,,,,,,
eclipse,27720,0,80,1497,770180,05:36.4,20:23.5,0,770180,,,,,,,,,,
eclipse,27720,0,80,1497,770180,05:36.4,20:24.7,0,770180,,,,,,,,,,
eclipse,27720,0,80,1497,770180,05:36.4,20:25.9,0,770180,,,,,,,,,,
eclipse,27720,0,80,1497,770180,05:36.4,20:27.2,0,770180,,,,,,,,,,
