Timestamp,Activity,EventID
11/01/2010 14:56:00,t06 determine necessity of stop advice,99
11/01/2010 14:59:00,t10 determine necessity to stop indication,100
11/01/2010 15:08:00,t16 report reasons to hold request,101
11/01/2010 15:21:00,t17 check report y to stop indication,102
11/01/2010 15:22:00,t19 determine report y to stop indication,103
11/01/2010 15:22:00,t20 print report y to stop indication,104
11/01/2010 16:05:00,confirmation of receipt,105
11/01/2010 16:05:00,t06 determine necessity of stop advice,106
11/01/2010 16:06:00,t10 determine necessity to stop indication,107
11/01/2010 16:06:00,t02 check confirmation of receipt,108
11/02/2010 08:32:00,confirmation of receipt,109
11/02/2010 08:33:00,t06 determine necessity of stop advice,110
11/02/2010 08:33:00,t10 determine necessity to stop indication,111
11/02/2010 11:38:00,t06 determine necessity of stop advice,112
11/02/2010 11:41:00,t02 check confirmation of receipt,113
11/02/2010 11:42:00,t04 determine confirmation of receipt,114
11/02/2010 13:42:00,confirmation of receipt,115
11/02/2010 13:45:00,t06 determine necessity of stop advice,116
11/02/2010 13:46:00,t10 determine necessity to stop indication,117
11/02/2010 15:38:00,t06 determine necessity of stop advice,118
11/02/2010 15:38:00,t10 determine necessity to stop indication,119
11/02/2010 16:47:00,t07-3 draft intern advice hold for aspect 3,120
11/03/2010 08:29:00,confirmation of receipt,121
11/03/2010 08:29:00,t06 determine necessity of stop advice,122
11/03/2010 08:34:00,t10 determine necessity to stop indication,123
11/03/2010 08:43:00,t02 check confirmation of receipt,124
11/03/2010 08:52:00,t03 adjust confirmation of receipt,125
11/03/2010 08:58:00,confirmation of receipt,126
11/03/2010 08:59:00,t06 determine necessity of stop advice,127
11/03/2010 09:00:00,t10 determine necessity to stop indication,128
11/03/2010 09:28:00,confirmation of receipt,129
11/03/2010 09:29:00,t06 determine necessity of stop advice,130
11/03/2010 09:29:00,t10 determine necessity to stop indication,131
11/03/2010 09:45:00,t05 print and send confirmation of receipt,132
11/03/2010 09:46:00,t05 print and send confirmation of receipt,133
11/03/2010 09:46:00,t05 print and send confirmation of receipt,134
11/03/2010 11:06:00,t08 draft and send request for advice,135
11/03/2010 11:06:00,t07-5 draft intern advice aspect 5,136
11/03/2010 11:07:00,t09-4 process or receive external advice from party 4,137
11/03/2010 11:07:00,t06 determine necessity of stop advice,138
11/03/2010 11:08:00,t10 determine necessity to stop indication,139
11/03/2010 11:57:00,confirmation of receipt,140
11/03/2010 11:59:00,t02 check confirmation of receipt,141
11/03/2010 12:00:00,t04 determine confirmation of receipt,142
11/03/2010 12:00:00,t05 print and send confirmation of receipt,143
11/04/2010 09:33:00,confirmation of receipt,144
11/04/2010 09:33:00,t06 determine necessity of stop advice,145
11/04/2010 09:34:00,t10 determine necessity to stop indication,146
11/04/2010 10:07:00,t07-4 draft internal advice to hold for type 4,147
11/04/2010 10:12:00,t07-2 draft intern advice aspect 2,148
11/04/2010 10:34:00,t02 check confirmation of receipt,149
11/04/2010 10:37:00,t04 determine confirmation of receipt,150
11/04/2010 11:01:00,t02 check confirmation of receipt,151
11/04/2010 11:16:00,t02 check confirmation of receipt,152
11/04/2010 11:20:00,t02 check confirmation of receipt,153
11/04/2010 11:25:00,t02 check confirmation of receipt,154
11/04/2010 11:26:00,t02 check confirmation of receipt,155
11/04/2010 11:29:00,t02 check confirmation of receipt,156
11/04/2010 11:33:00,t02 check confirmation of receipt,157
11/04/2010 11:42:00,confirmation of receipt,158
11/04/2010 11:44:00,t06 determine necessity of stop advice,159
11/04/2010 11:45:00,t10 determine necessity to stop indication,160
11/04/2010 12:23:00,t02 check confirmation of receipt,161
11/04/2010 12:24:00,t02 check confirmation of receipt,162
11/04/2010 12:30:00,t04 determine confirmation of receipt,163
11/04/2010 12:33:00,confirmation of receipt,164
11/04/2010 12:34:00,t04 determine confirmation of receipt,165
11/04/2010 12:36:00,t06 determine necessity of stop advice,166
11/04/2010 12:36:00,t10 determine necessity to stop indication,167
11/04/2010 12:39:00,t02 check confirmation of receipt,168
11/04/2010 12:45:00,confirmation of receipt,169
11/04/2010 12:45:00,t06 determine necessity of stop advice,170
11/04/2010 12:46:00,t10 determine necessity to stop indication,171
11/04/2010 12:46:00,confirmation of receipt,172
11/04/2010 12:49:00,t06 determine necessity of stop advice,173
11/04/2010 12:51:00,t04 determine confirmation of receipt,174
11/04/2010 12:56:00,t07-5 draft intern advice aspect 5,175
11/04/2010 12:58:00,t06 determine necessity of stop advice,176
11/04/2010 12:58:00,t10 determine necessity to stop indication,177
11/04/2010 14:18:00,t04 determine confirmation of receipt,178
11/04/2010 14:38:00,t05 print and send confirmation of receipt,179
11/04/2010 14:41:00,t05 print and send confirmation of receipt,180
11/04/2010 14:46:00,t05 print and send confirmation of receipt,181
11/04/2010 14:52:00,t05 print and send confirmation of receipt,182
11/04/2010 14:56:00,t06 determine necessity of stop advice,183
11/04/2010 14:56:00,t10 determine necessity to stop indication,184
11/04/2010 15:01:00,t02 check confirmation of receipt,185
11/04/2010 15:03:00,t02 check confirmation of receipt,186
11/04/2010 15:30:00,confirmation of receipt,187
11/04/2010 15:31:00,t06 determine necessity of stop advice,188
11/04/2010 15:31:00,t10 determine necessity to stop indication,189
11/04/2010 15:50:00,t03 adjust confirmation of receipt,190
11/04/2010 15:59:00,t06 determine necessity of stop advice,191
11/04/2010 16:01:00,t10 determine necessity to stop indication,192
11/04/2010 16:03:00,t06 determine necessity of stop advice,193
11/04/2010 16:03:00,t10 determine necessity to stop indication,194
11/04/2010 16:14:00,t03 adjust confirmation of receipt,195
11/04/2010 16:18:00,confirmation of receipt,196
11/04/2010 16:18:00,confirmation of receipt,197
11/04/2010 16:21:00,t06 determine necessity of stop advice,198
11/04/2010 16:27:00,t04 determine confirmation of receipt,199
11/04/2010 16:37:00,confirmation of receipt,200
11/04/2010 16:41:00,t02 check confirmation of receipt,201
11/04/2010 16:44:00,t03 adjust confirmation of receipt,202
11/04/2010 16:51:00,t02 check confirmation of receipt,203
11/04/2010 18:04:00,t05 print and send confirmation of receipt,204
11/05/2010 09:25:00,t03 adjust confirmation of receipt,205
11/05/2010 09:58:00,confirmation of receipt,206
11/05/2010 10:26:00,confirmation of receipt,207
11/05/2010 10:34:00,t02 check confirmation of receipt,208
11/05/2010 10:36:00,t02 check confirmation of receipt,209
11/05/2010 10:39:00,t02 check confirmation of receipt,210
11/05/2010 10:43:00,t03 adjust confirmation of receipt,211
11/05/2010 12:22:00,t03 adjust confirmation of receipt,212
11/05/2010 12:42:00,confirmation of receipt,213
11/05/2010 15:30:00,confirmation of receipt,214
11/05/2010 15:31:00,t06 determine necessity of stop advice,215
11/05/2010 15:31:00,t10 determine necessity to stop indication,216
11/05/2010 16:19:00,confirmation of receipt,217
11/08/2010 10:18:00,confirmation of receipt,218
11/08/2010 10:18:00,t06 determine necessity of stop advice,219
11/08/2010 10:18:00,t10 determine necessity to stop indication,220
11/08/2010 10:42:00,confirmation of receipt,221
11/08/2010 10:42:00,t06 determine necessity of stop advice,222
11/08/2010 10:43:00,t10 determine necessity to stop indication,223
11/08/2010 10:58:00,confirmation of receipt,224
11/08/2010 10:59:00,t06 determine necessity of stop advice,225
11/08/2010 10:59:00,t10 determine necessity to stop indication,226
11/08/2010 11:25:00,confirmation of receipt,227
11/08/2010 11:26:00,t06 determine necessity of stop advice,228
11/08/2010 11:26:00,t10 determine necessity to stop indication,229
11/08/2010 11:47:00,confirmation of receipt,230
11/08/2010 11:47:00,t06 determine necessity of stop advice,231
11/08/2010 11:48:00,t10 determine necessity to stop indication,232
11/08/2010 13:44:00,confirmation of receipt,233
11/08/2010 13:46:00,t06 determine necessity of stop advice,234
11/08/2010 13:46:00,t08 draft and send request for advice,235
11/08/2010 13:47:00,t09-4 process or receive external advice from party 4,236
11/08/2010 13:47:00,t06 determine necessity of stop advice,237
11/08/2010 13:49:00,t10 determine necessity to stop indication,238
11/08/2010 14:51:00,confirmation of receipt,239
11/08/2010 15:07:00,t10 determine necessity to stop indication,240
11/08/2010 15:42:00,t06 determine necessity of stop advice,241
11/08/2010 16:17:00,t10 determine necessity to stop indication,242
11/09/2010 08:57:00,confirmation of receipt,243
11/09/2010 08:57:00,t06 determine necessity of stop advice,244
11/09/2010 09:01:00,t10 determine necessity to stop indication,245
11/09/2010 09:13:00,t02 check confirmation of receipt,246
11/09/2010 09:41:00,t02 check confirmation of receipt,247
11/09/2010 09:46:00,t06 determine necessity of stop advice,248
11/09/2010 09:46:00,confirmation of receipt,249
11/09/2010 09:47:00,t10 determine necessity to stop indication,250
11/09/2010 09:47:00,t02 check confirmation of receipt,251
11/09/2010 09:49:00,t06 determine necessity of stop advice,252
11/09/2010 09:51:00,t10 determine necessity to stop indication,253
11/09/2010 09:58:00,t06 determine necessity of stop advice,254
11/09/2010 10:38:00,confirmation of receipt,255
11/09/2010 10:39:00,t06 determine necessity of stop advice,256
11/09/2010 10:43:00,t10 determine necessity to stop indication,257
11/09/2010 11:23:00,t02 check confirmation of receipt,258
11/09/2010 12:20:00,t04 determine confirmation of receipt,259
11/09/2010 12:30:00,t02 check confirmation of receipt,260
11/09/2010 13:03:00,t11 create document x request unlicensed,261
11/09/2010 13:13:00,t02 check confirmation of receipt,262
11/09/2010 13:56:00,t12 check document x request unlicensed,263
11/09/2010 14:04:00,t04 determine confirmation of receipt,264
11/09/2010 15:13:00,t02 check confirmation of receipt,265
11/09/2010 15:14:00,t04 determine confirmation of receipt,266
11/09/2010 15:14:00,t05 print and send confirmation of receipt,267
11/09/2010 15:14:00,t06 determine necessity of stop advice,268
11/09/2010 15:17:00,t07-1 draft intern advice aspect 1,269
11/09/2010 15:23:00,t02 check confirmation of receipt,270
11/09/2010 15:24:00,t02 check confirmation of receipt,271
11/09/2010 15:33:00,t06 determine necessity of stop advice,272
11/09/2010 15:33:00,t07-2 draft intern advice aspect 2,273
11/09/2010 15:34:00,t06 determine necessity of stop advice,274
11/09/2010 15:34:00,t10 determine necessity to stop indication,275
11/09/2010 16:00:00,confirmation of receipt,276
11/09/2010 16:43:00,t02 check confirmation of receipt,277
11/09/2010 16:44:00,t02 check confirmation of receipt,278
11/09/2010 16:45:00,t02 check confirmation of receipt,279
11/09/2010 16:46:00,t02 check confirmation of receipt,280
11/09/2010 16:56:00,t02 check confirmation of receipt,281
11/09/2010 16:57:00,t02 check confirmation of receipt,282
11/09/2010 17:01:00,t02 check confirmation of receipt,283
11/09/2010 17:02:00,t06 determine necessity of stop advice,284
11/09/2010 17:04:00,t07-1 draft intern advice aspect 1,285
11/09/2010 17:04:00,t06 determine necessity of stop advice,286
11/09/2010 17:09:00,confirmation of receipt,287
11/09/2010 17:10:00,t06 determine necessity of stop advice,288
11/09/2010 17:10:00,t10 determine necessity to stop indication,289
11/10/2010 08:52:00,t06 determine necessity of stop advice,290
11/10/2010 08:52:00,t07-1 draft intern advice aspect 1,291
11/10/2010 08:53:00,t06 determine necessity of stop advice,292
11/10/2010 10:38:00,t10 determine necessity to stop indication,293
11/10/2010 10:38:00,t11 create document x request unlicensed,294
11/10/2010 10:39:00,t12 check document x request unlicensed,295
11/10/2010 10:39:00,t14 determine document x request unlicensed,296
11/10/2010 12:21:00,confirmation of receipt,297
11/10/2010 15:20:00,t07-5 draft intern advice aspect 5,298
11/10/2010 15:21:00,t06 determine necessity of stop advice,299
11/10/2010 15:25:00,t07-5 draft intern advice aspect 5,300
11/10/2010 15:26:00,t06 determine necessity of stop advice,301
11/10/2010 15:28:00,t10 determine necessity to stop indication,302
11/11/2010 13:52:00,t05 print and send confirmation of receipt,303
11/11/2010 13:53:00,t05 print and send confirmation of receipt,304
11/11/2010 13:54:00,t05 print and send confirmation of receipt,305
11/11/2010 14:20:00,t02 check confirmation of receipt,306
11/11/2010 15:13:00,t06 determine necessity of stop advice,307
11/11/2010 15:14:00,t10 determine necessity to stop indication,308
11/11/2010 15:32:00,t02 check confirmation of receipt,309
11/11/2010 15:33:00,t04 determine confirmation of receipt,310
11/11/2010 15:33:00,t05 print and send confirmation of receipt,311
11/11/2010 15:38:00,t04 determine confirmation of receipt,312
11/11/2010 15:56:00,t04 determine confirmation of receipt,313
11/11/2010 15:57:00,t04 determine confirmation of receipt,314
11/11/2010 16:04:00,t04 determine confirmation of receipt,315
11/11/2010 16:05:00,confirmation of receipt,316
11/11/2010 16:06:00,t06 determine necessity of stop advice,317
11/11/2010 16:06:00,t10 determine necessity to stop indication,318
11/12/2010 10:00:00,t04 determine confirmation of receipt,319
11/12/2010 10:02:00,t04 determine confirmation of receipt,320
11/12/2010 14:40:00,t15 print document x request unlicensed,321
11/12/2010 15:46:00,t04 determine confirmation of receipt,322
11/12/2010 15:48:00,t04 determine confirmation of receipt,323
11/12/2010 15:50:00,t04 determine confirmation of receipt,324
11/12/2010 15:52:00,t04 determine confirmation of receipt,325
11/12/2010 15:54:00,t04 determine confirmation of receipt,326
11/12/2010 15:56:00,t04 determine confirmation of receipt,327
11/12/2010 15:58:00,t04 determine confirmation of receipt,328
11/12/2010 16:00:00,t04 determine confirmation of receipt,329
11/12/2010 16:02:00,t04 determine confirmation of receipt,330
11/12/2010 16:04:00,t04 determine confirmation of receipt,331
11/16/2010 11:06:00,t05 print and send confirmation of receipt,332
11/16/2010 11:07:00,t05 print and send confirmation of receipt,333
11/16/2010 11:09:00,t05 print and send confirmation of receipt,334
11/16/2010 11:20:00,t05 print and send confirmation of receipt,335
11/16/2010 11:21:00,t05 print and send confirmation of receipt,336
11/16/2010 11:21:00,t05 print and send confirmation of receipt,337
11/16/2010 11:22:00,t05 print and send confirmation of receipt,338
11/16/2010 11:23:00,t05 print and send confirmation of receipt,339
11/16/2010 11:23:00,t05 print and send confirmation of receipt,340
11/16/2010 11:25:00,t05 print and send confirmation of receipt,341
11/16/2010 11:26:00,t05 print and send confirmation of receipt,342
11/16/2010 11:26:00,t05 print and send confirmation of receipt,343
11/16/2010 11:27:00,t05 print and send confirmation of receipt,344
11/16/2010 11:27:00,t05 print and send confirmation of receipt,345
11/16/2010 11:28:00,t05 print and send confirmation of receipt,346
11/16/2010 11:29:00,t05 print and send confirmation of receipt,347
11/16/2010 13:26:00,t03 adjust confirmation of receipt,348
11/16/2010 14:28:00,t02 check confirmation of receipt,349
11/16/2010 14:32:00,t02 check confirmation of receipt,350
11/16/2010 14:34:00,t02 check confirmation of receipt,351
11/16/2010 14:56:00,t02 check confirmation of receipt,352
11/16/2010 14:56:00,t03 adjust confirmation of receipt,353
11/16/2010 17:09:00,t06 determine necessity of stop advice,354
11/16/2010 17:12:00,t10 determine necessity to stop indication,355
11/17/2010 13:06:00,t06 determine necessity of stop advice,356
11/17/2010 13:06:00,t10 determine necessity to stop indication,357
11/17/2010 14:41:00,t04 determine confirmation of receipt,358
11/17/2010 14:43:00,t02 check confirmation of receipt,359
11/17/2010 14:45:00,t04 determine confirmation of receipt,360
11/18/2010 10:19:00,confirmation of receipt,361
11/18/2010 10:24:00,t06 determine necessity of stop advice,362
11/18/2010 10:25:00,t10 determine necessity to stop indication,363
11/18/2010 11:35:00,t02 check confirmation of receipt,364
11/18/2010 11:40:00,t03 adjust confirmation of receipt,365
11/18/2010 11:44:00,t02 check confirmation of receipt,366
11/18/2010 12:31:00,t02 check confirmation of receipt,367
11/18/2010 13:24:00,t06 determine necessity of stop advice,368
11/18/2010 13:24:00,t10 determine necessity to stop indication,369
11/18/2010 15:45:00,t06 determine necessity of stop advice,370
11/18/2010 15:46:00,t10 determine necessity to stop indication,371
11/19/2010 10:08:00,confirmation of receipt,372
11/19/2010 10:12:00,t06 determine necessity of stop advice,373
11/19/2010 10:12:00,t10 determine necessity to stop indication,374
11/19/2010 10:13:00,t02 check confirmation of receipt,375
11/19/2010 11:27:00,confirmation of receipt,376
11/19/2010 11:30:00,confirmation of receipt,377
11/19/2010 11:30:00,t06 determine necessity of stop advice,378
11/19/2010 11:30:00,t10 determine necessity to stop indication,379
11/19/2010 11:31:00,t06 determine necessity of stop advice,380
11/19/2010 11:31:00,t10 determine necessity to stop indication,381
11/19/2010 11:33:00,t02 check confirmation of receipt,382
11/19/2010 15:02:00,t02 check confirmation of receipt,383
11/19/2010 17:22:00,t02 check confirmation of receipt,384
11/22/2010 09:26:00,t04 determine confirmation of receipt,385
11/22/2010 09:28:00,t04 determine confirmation of receipt,386
11/22/2010 09:30:00,t04 determine confirmation of receipt,387
11/22/2010 13:08:00,t04 determine confirmation of receipt,388
11/22/2010 15:06:00,t05 print and send confirmation of receipt,389
11/23/2010 10:16:00,confirmation of receipt,390
11/23/2010 10:18:00,t02 check confirmation of receipt,391
11/23/2010 10:19:00,t04 determine confirmation of receipt,392
11/23/2010 10:24:00,t05 print and send confirmation of receipt,393
11/23/2010 10:25:00,t06 determine necessity of stop advice,394
11/23/2010 10:27:00,t10 determine necessity to stop indication,395
11/23/2010 12:34:00,confirmation of receipt,396
11/23/2010 13:19:00,confirmation of receipt,397
11/23/2010 13:25:00,confirmation of receipt,398
11/23/2010 13:36:00,confirmation of receipt,399
11/23/2010 13:47:00,t04 determine confirmation of receipt,400
11/23/2010 13:48:00,t04 determine confirmation of receipt,401
11/23/2010 13:48:00,t05 print and send confirmation of receipt,402
11/23/2010 13:58:00,confirmation of receipt,403
11/23/2010 14:02:00,t06 determine necessity of stop advice,404
11/23/2010 14:03:00,t10 determine necessity to stop indication,405
11/23/2010 16:37:00,confirmation of receipt,406
11/23/2010 16:47:00,confirmation of receipt,407
11/23/2010 16:48:00,confirmation of receipt,408
11/23/2010 16:58:00,confirmation of receipt,409
11/23/2010 16:59:00,confirmation of receipt,410
11/23/2010 16:59:00,confirmation of receipt,411
11/23/2010 17:08:00,t02 check confirmation of receipt,412
11/24/2010 12:14:00,t04 determine confirmation of receipt,413
11/24/2010 12:23:00,t04 determine confirmation of receipt,414
11/24/2010 12:31:00,t02 check confirmation of receipt,415
11/24/2010 12:33:00,t04 determine confirmation of receipt,416
11/24/2010 12:41:00,t06 determine necessity of stop advice,417
11/24/2010 12:42:00,t10 determine necessity to stop indication,418
11/24/2010 17:02:00,confirmation of receipt,419
11/24/2010 17:02:00,t02 check confirmation of receipt,420
11/24/2010 17:02:00,t04 determine confirmation of receipt,421
11/24/2010 17:02:00,t06 determine necessity of stop advice,422
11/24/2010 17:03:00,t10 determine necessity to stop indication,423
11/24/2010 17:26:00,t05 print and send confirmation of receipt,424
11/25/2010 09:59:00,confirmation of receipt,425
11/25/2010 10:01:00,t02 check confirmation of receipt,426
11/25/2010 10:01:00,confirmation of receipt,427
11/25/2010 10:07:00,t03 adjust confirmation of receipt,428
11/25/2010 10:07:00,t02 check confirmation of receipt,429
11/25/2010 10:08:00,t04 determine confirmation of receipt,430
11/25/2010 10:08:00,t06 determine necessity of stop advice,431
11/25/2010 10:08:00,t10 determine necessity to stop indication,432
11/25/2010 10:09:00,t02 check confirmation of receipt,433
11/25/2010 11:16:00,t04 determine confirmation of receipt,434
11/25/2010 11:24:00,t04 determine confirmation of receipt,435
11/25/2010 16:19:00,confirmation of receipt,436
11/25/2010 16:24:00,t06 determine necessity of stop advice,437
11/25/2010 16:31:00,t10 determine necessity to stop indication,438
11/25/2010 16:51:00,t02 check confirmation of receipt,439
11/25/2010 17:15:00,confirmation of receipt,440
11/25/2010 17:15:00,t06 determine necessity of stop advice,441
11/25/2010 17:16:00,t10 determine necessity to stop indication,442
11/25/2010 17:26:00,confirmation of receipt,443
11/25/2010 17:26:00,t06 determine necessity of stop advice,444
11/25/2010 17:27:00,t10 determine necessity to stop indication,445
11/25/2010 17:35:00,confirmation of receipt,446
11/25/2010 17:35:00,t06 determine necessity of stop advice,447
11/25/2010 17:36:00,t10 determine necessity to stop indication,448
11/25/2010 18:36:00,t02 check confirmation of receipt,449
11/26/2010 09:56:00,t02 check confirmation of receipt,450
11/26/2010 09:57:00,t02 check confirmation of receipt,451
11/26/2010 09:57:00,t02 check confirmation of receipt,452
11/26/2010 09:58:00,t02 check confirmation of receipt,453
11/26/2010 09:58:00,t02 check confirmation of receipt,454
11/26/2010 10:00:00,t02 check confirmation of receipt,455
11/26/2010 10:29:00,t02 check confirmation of receipt,456
11/26/2010 10:30:00,t04 determine confirmation of receipt,457
11/26/2010 11:09:00,t04 determine confirmation of receipt,458
11/26/2010 12:50:00,confirmation of receipt,459
11/26/2010 12:53:00,t06 determine necessity of stop advice,460
11/26/2010 12:54:00,t10 determine necessity to stop indication,461
11/26/2010 15:23:00,t02 check confirmation of receipt,462
11/26/2010 16:42:00,t04 determine confirmation of receipt,463
11/26/2010 16:47:00,t05 print and send confirmation of receipt,464
11/29/2010 09:04:00,t03 adjust confirmation of receipt,465
11/29/2010 15:13:00,confirmation of receipt,466
11/29/2010 15:15:00,t02 check confirmation of receipt,467
11/29/2010 15:15:00,t04 determine confirmation of receipt,468
11/29/2010 15:17:00,t06 determine necessity of stop advice,469
11/29/2010 15:29:00,t10 determine necessity to stop indication,470
11/29/2010 15:50:00,t04 determine confirmation of receipt,471
11/29/2010 15:58:00,t03 adjust confirmation of receipt,472
11/29/2010 16:05:00,t02 check confirmation of receipt,473
11/29/2010 16:41:00,t05 print and send confirmation of receipt,474
11/30/2010 08:53:00,t02 check confirmation of receipt,475
11/30/2010 09:21:00,t04 determine confirmation of receipt,476
11/30/2010 09:24:00,confirmation of receipt,477
11/30/2010 09:25:00,t06 determine necessity of stop advice,478
11/30/2010 09:26:00,t06 determine necessity of stop advice,479
11/30/2010 09:27:00,t06 determine necessity of stop advice,480
11/30/2010 09:27:00,t07-4 draft internal advice to hold for type 4,481
11/30/2010 09:28:00,t06 determine necessity of stop advice,482
11/30/2010 09:29:00,t10 determine necessity to stop indication,483
11/30/2010 09:39:00,t04 determine confirmation of receipt,484
11/30/2010 09:40:00,t06 determine necessity of stop advice,485
11/30/2010 09:40:00,t10 determine necessity to stop indication,486
11/30/2010 09:55:00,t04 determine confirmation of receipt,487
11/30/2010 09:56:00,t05 print and send confirmation of receipt,488
11/30/2010 09:59:00,t05 print and send confirmation of receipt,489
11/30/2010 10:01:00,t05 print and send confirmation of receipt,490
11/30/2010 10:02:00,t05 print and send confirmation of receipt,491
11/30/2010 10:09:00,t02 check confirmation of receipt,492
11/30/2010 10:10:00,t04 determine confirmation of receipt,493
11/30/2010 10:11:00,t05 print and send confirmation of receipt,494
