Timestamp,Activity
11/08/2010 11:26:00,t06 determine necessity of stop advice
11/08/2010 11:26:00,t10 determine necessity to stop indication
11/08/2010 11:47:00,confirmation of receipt
11/08/2010 11:47:00,t06 determine necessity of stop advice
11/08/2010 11:48:00,t10 determine necessity to stop indication
11/08/2010 13:44:00,confirmation of receipt
11/08/2010 13:46:00,t06 determine necessity of stop advice
11/08/2010 13:46:00,t08 draft and send request for advice
11/08/2010 13:47:00,t09-4 process or receive external advice from party 4
11/08/2010 13:47:00,t06 determine necessity of stop advice
11/08/2010 13:49:00,t10 determine necessity to stop indication
11/08/2010 14:51:00,confirmation of receipt
11/08/2010 15:07:00,t10 determine necessity to stop indication
11/08/2010 15:42:00,t06 determine necessity of stop advice
11/08/2010 16:17:00,t10 determine necessity to stop indication
11/09/2010 08:57:00,confirmation of receipt
11/09/2010 08:57:00,t06 determine necessity of stop advice
11/09/2010 09:01:00,t10 determine necessity to stop indication
11/09/2010 09:13:00,t02 check confirmation of receipt
11/09/2010 09:41:00,t02 check confirmation of receipt
11/09/2010 09:46:00,t06 determine necessity of stop advice
11/09/2010 09:46:00,confirmation of receipt
11/09/2010 09:47:00,t10 determine necessity to stop indication
11/09/2010 09:47:00,t02 check confirmation of receipt
11/09/2010 09:49:00,t06 determine necessity of stop advice
11/09/2010 09:51:00,t10 determine necessity to stop indication
11/09/2010 09:58:00,t06 determine necessity of stop advice
11/09/2010 10:38:00,confirmation of receipt
11/09/2010 10:39:00,t06 determine necessity of stop advice
11/09/2010 10:43:00,t10 determine necessity to stop indication
11/09/2010 11:23:00,t02 check confirmation of receipt
11/09/2010 12:20:00,t04 determine confirmation of receipt
11/09/2010 12:30:00,t02 check confirmation of receipt
11/09/2010 13:03:00,t11 create document x request unlicensed
11/09/2010 13:13:00,t02 check confirmation of receipt
11/09/2010 13:56:00,t12 check document x request unlicensed
11/09/2010 14:04:00,t04 determine confirmation of receipt
11/09/2010 15:13:00,t02 check confirmation of receipt
11/09/2010 15:14:00,t04 determine confirmation of receipt
11/09/2010 15:14:00,t05 print and send confirmation of receipt
11/09/2010 15:14:00,t06 determine necessity of stop advice
11/09/2010 15:17:00,t07-1 draft intern advice aspect 1
11/09/2010 15:23:00,t02 check confirmation of receipt
11/09/2010 15:24:00,t02 check confirmation of receipt
11/09/2010 15:33:00,t06 determine necessity of stop advice
11/09/2010 15:33:00,t07-2 draft intern advice aspect 2
11/09/2010 15:34:00,t06 determine necessity of stop advice
11/09/2010 15:34:00,t10 determine necessity to stop indication
11/09/2010 16:00:00,confirmation of receipt
11/09/2010 16:43:00,t02 check confirmation of receipt
11/09/2010 16:44:00,t02 check confirmation of receipt
11/09/2010 16:45:00,t02 check confirmation of receipt
11/09/2010 16:46:00,t02 check confirmation of receipt
11/09/2010 16:56:00,t02 check confirmation of receipt
11/09/2010 16:57:00,t02 check confirmation of receipt
11/09/2010 17:01:00,t02 check confirmation of receipt
11/09/2010 17:02:00,t06 determine necessity of stop advice
11/09/2010 17:04:00,t07-1 draft intern advice aspect 1
11/09/2010 17:04:00,t06 determine necessity of stop advice
11/09/2010 17:09:00,confirmation of receipt
11/09/2010 17:10:00,t06 determine necessity of stop advice
11/09/2010 17:10:00,t10 determine necessity to stop indication
11/10/2010 08:52:00,t06 determine necessity of stop advice
11/10/2010 08:52:00,t07-1 draft intern advice aspect 1
11/10/2010 08:53:00,t06 determine necessity of stop advice
11/10/2010 10:38:00,t10 determine necessity to stop indication
11/10/2010 10:38:00,t11 create document x request unlicensed
11/10/2010 10:39:00,t12 check document x request unlicensed
11/10/2010 10:39:00,t14 determine document x request unlicensed
11/10/2010 12:21:00,confirmation of receipt
11/10/2010 15:20:00,t07-5 draft intern advice aspect 5
11/10/2010 15:21:00,t06 determine necessity of stop advice
11/10/2010 15:25:00,t07-5 draft intern advice aspect 5
11/10/2010 15:26:00,t06 determine necessity of stop advice
11/10/2010 15:28:00,t10 determine necessity to stop indication
11/11/2010 13:52:00,t05 print and send confirmation of receipt
11/11/2010 13:53:00,t05 print and send confirmation of receipt
11/11/2010 13:54:00,t05 print and send confirmation of receipt
11/11/2010 14:20:00,t02 check confirmation of receipt
11/11/2010 15:13:00,t06 determine necessity of stop advice
11/11/2010 15:14:00,t10 determine necessity to stop indication
11/11/2010 15:32:00,t02 check confirmation of receipt
11/11/2010 15:33:00,t04 determine confirmation of receipt
11/11/2010 15:33:00,t05 print and send confirmation of receipt
11/11/2010 15:38:00,t04 determine confirmation of receipt
11/11/2010 15:56:00,t04 determine confirmation of receipt
11/11/2010 15:57:00,t04 determine confirmation of receipt
11/11/2010 16:04:00,t04 determine confirmation of receipt
11/11/2010 16:05:00,confirmation of receipt
11/11/2010 16:06:00,t06 determine necessity of stop advice
11/11/2010 16:06:00,t10 determine necessity to stop indication
11/12/2010 10:00:00,t04 determine confirmation of receipt
11/12/2010 10:02:00,t04 determine confirmation of receipt
11/12/2010 14:40:00,t15 print document x request unlicensed
11/12/2010 15:46:00,t04 determine confirmation of receipt
11/12/2010 15:48:00,t04 determine confirmation of receipt
11/12/2010 15:50:00,t04 determine confirmation of receipt
11/12/2010 15:52:00,t04 determine confirmation of receipt
11/12/2010 15:54:00,t04 determine confirmation of receipt
11/12/2010 15:56:00,t04 determine confirmation of receipt
11/12/2010 15:58:00,t04 determine confirmation of receipt
11/12/2010 16:00:00,t04 determine confirmation of receipt
11/12/2010 16:02:00,t04 determine confirmation of receipt
11/12/2010 16:04:00,t04 determine confirmation of receipt
11/16/2010 11:06:00,t05 print and send confirmation of receipt
11/16/2010 11:07:00,t05 print and send confirmation of receipt
11/16/2010 11:09:00,t05 print and send confirmation of receipt
11/16/2010 11:20:00,t05 print and send confirmation of receipt
11/16/2010 11:21:00,t05 print and send confirmation of receipt
11/16/2010 11:21:00,t05 print and send confirmation of receipt
11/16/2010 11:22:00,t05 print and send confirmation of receipt
11/16/2010 11:23:00,t05 print and send confirmation of receipt
11/16/2010 11:23:00,t05 print and send confirmation of receipt
11/16/2010 11:25:00,t05 print and send confirmation of receipt
11/16/2010 11:26:00,t05 print and send confirmation of receipt
11/16/2010 11:26:00,t05 print and send confirmation of receipt
11/16/2010 11:27:00,t05 print and send confirmation of receipt
11/16/2010 11:27:00,t05 print and send confirmation of receipt
11/16/2010 11:28:00,t05 print and send confirmation of receipt
11/16/2010 11:29:00,t05 print and send confirmation of receipt
11/16/2010 13:26:00,t03 adjust confirmation of receipt
11/16/2010 14:28:00,t02 check confirmation of receipt
11/16/2010 14:32:00,t02 check confirmation of receipt
11/16/2010 14:34:00,t02 check confirmation of receipt
11/16/2010 14:56:00,t02 check confirmation of receipt
11/16/2010 14:56:00,t03 adjust confirmation of receipt
11/16/2010 17:09:00,t06 determine necessity of stop advice
11/16/2010 17:12:00,t10 determine necessity to stop indication
11/17/2010 13:06:00,t06 determine necessity of stop advice
11/17/2010 13:06:00,t10 determine necessity to stop indication
11/17/2010 14:41:00,t04 determine confirmation of receipt
11/17/2010 14:43:00,t02 check confirmation of receipt
11/17/2010 14:45:00,t04 determine confirmation of receipt
11/18/2010 10:19:00,confirmation of receipt
11/18/2010 10:24:00,t06 determine necessity of stop advice
11/18/2010 10:25:00,t10 determine necessity to stop indication
11/18/2010 11:35:00,t02 check confirmation of receipt
11/18/2010 11:40:00,t03 adjust confirmation of receipt
11/18/2010 11:44:00,t02 check confirmation of receipt
11/18/2010 12:31:00,t02 check confirmation of receipt
11/18/2010 13:24:00,t06 determine necessity of stop advice
11/18/2010 13:24:00,t10 determine necessity to stop indication
11/18/2010 15:45:00,t06 determine necessity of stop advice
11/18/2010 15:46:00,t10 determine necessity to stop indication
11/19/2010 10:08:00,confirmation of receipt
11/19/2010 10:12:00,t06 determine necessity of stop advice
11/19/2010 10:12:00,t10 determine necessity to stop indication
11/19/2010 10:13:00,t02 check confirmation of receipt
11/19/2010 11:27:00,confirmation of receipt
11/19/2010 11:30:00,confirmation of receipt
11/19/2010 11:30:00,t06 determine necessity of stop advice
11/19/2010 11:30:00,t10 determine necessity to stop indication
11/19/2010 11:31:00,t06 determine necessity of stop advice
11/19/2010 11:31:00,t10 determine necessity to stop indication
11/19/2010 11:33:00,t02 check confirmation of receipt
11/19/2010 15:02:00,t02 check confirmation of receipt
11/19/2010 17:22:00,t02 check confirmation of receipt
11/22/2010 09:26:00,t04 determine confirmation of receipt
11/22/2010 09:28:00,t04 determine confirmation of receipt
11/22/2010 09:30:00,t04 determine confirmation of receipt
11/22/2010 13:08:00,t04 determine confirmation of receipt
11/22/2010 15:06:00,t05 print and send confirmation of receipt
11/23/2010 10:16:00,confirmation of receipt
11/23/2010 10:18:00,t02 check confirmation of receipt
11/23/2010 10:19:00,t04 determine confirmation of receipt
11/23/2010 10:24:00,t05 print and send confirmation of receipt
11/23/2010 10:25:00,t06 determine necessity of stop advice
11/23/2010 10:27:00,t10 determine necessity to stop indication
11/23/2010 12:34:00,confirmation of receipt
11/23/2010 13:19:00,confirmation of receipt
11/23/2010 13:25:00,confirmation of receipt
11/23/2010 13:36:00,confirmation of receipt
11/23/2010 13:47:00,t04 determine confirmation of receipt
11/23/2010 13:48:00,t04 determine confirmation of receipt
11/23/2010 13:48:00,t05 print and send confirmation of receipt
11/23/2010 13:58:00,confirmation of receipt
11/23/2010 14:02:00,t06 determine necessity of stop advice
11/23/2010 14:03:00,t10 determine necessity to stop indication
11/23/2010 16:37:00,confirmation of receipt
11/23/2010 16:47:00,confirmation of receipt
11/23/2010 16:48:00,confirmation of receipt
11/23/2010 16:58:00,confirmation of receipt
11/23/2010 16:59:00,confirmation of receipt
11/23/2010 16:59:00,confirmation of receipt
11/23/2010 17:08:00,t02 check confirmation of receipt
11/24/2010 12:14:00,t04 determine confirmation of receipt
11/24/2010 12:23:00,t04 determine confirmation of receipt
11/24/2010 12:31:00,t02 check confirmation of receipt
11/24/2010 12:33:00,t04 determine confirmation of receipt
11/24/2010 12:41:00,t06 determine necessity of stop advice
11/24/2010 12:42:00,t10 determine necessity to stop indication
11/24/2010 17:02:00,confirmation of receipt
11/24/2010 17:02:00,t02 check confirmation of receipt
11/24/2010 17:02:00,t04 determine confirmation of receipt
11/24/2010 17:02:00,t06 determine necessity of stop advice
11/24/2010 17:03:00,t10 determine necessity to stop indication
11/24/2010 17:26:00,t05 print and send confirmation of receipt
11/25/2010 09:59:00,confirmation of receipt
11/25/2010 10:01:00,t02 check confirmation of receipt
11/25/2010 10:01:00,confirmation of receipt
11/25/2010 10:07:00,t03 adjust confirmation of receipt
11/25/2010 10:07:00,t02 check confirmation of receipt
11/25/2010 10:08:00,t04 determine confirmation of receipt
11/25/2010 10:08:00,t06 determine necessity of stop advice
11/25/2010 10:08:00,t10 determine necessity to stop indication
11/25/2010 10:09:00,t02 check confirmation of receipt
11/25/2010 11:16:00,t04 determine confirmation of receipt
11/25/2010 11:24:00,t04 determine confirmation of receipt
11/25/2010 16:19:00,confirmation of receipt
11/25/2010 16:24:00,t06 determine necessity of stop advice
11/25/2010 16:31:00,t10 determine necessity to stop indication
11/25/2010 16:51:00,t02 check confirmation of receipt
11/25/2010 17:15:00,confirmation of receipt
11/25/2010 17:15:00,t06 determine necessity of stop advice
11/25/2010 17:16:00,t10 determine necessity to stop indication
11/25/2010 17:26:00,confirmation of receipt
11/25/2010 17:26:00,t06 determine necessity of stop advice
11/25/2010 17:27:00,t10 determine necessity to stop indication
11/25/2010 17:35:00,confirmation of receipt
11/25/2010 17:35:00,t06 determine necessity of stop advice
11/25/2010 17:36:00,t10 determine necessity to stop indication
11/25/2010 18:36:00,t02 check confirmation of receipt
11/26/2010 09:56:00,t02 check confirmation of receipt
11/26/2010 09:57:00,t02 check confirmation of receipt
11/26/2010 09:57:00,t02 check confirmation of receipt
11/26/2010 09:58:00,t02 check confirmation of receipt
11/26/2010 09:58:00,t02 check confirmation of receipt
11/26/2010 10:00:00,t02 check confirmation of receipt
11/26/2010 10:29:00,t02 check confirmation of receipt
11/26/2010 10:30:00,t04 determine confirmation of receipt
11/26/2010 11:09:00,t04 determine confirmation of receipt
11/26/2010 12:50:00,confirmation of receipt
11/26/2010 12:53:00,t06 determine necessity of stop advice
11/26/2010 12:54:00,t10 determine necessity to stop indication
11/26/2010 15:23:00,t02 check confirmation of receipt
11/26/2010 16:42:00,t04 determine confirmation of receipt
11/26/2010 16:47:00,t05 print and send confirmation of receipt
11/29/2010 09:04:00,t03 adjust confirmation of receipt
11/29/2010 15:13:00,confirmation of receipt
11/29/2010 15:15:00,t02 check confirmation of receipt
11/29/2010 15:15:00,t04 determine confirmation of receipt
11/29/2010 15:17:00,t06 determine necessity of stop advice
11/29/2010 15:29:00,t10 determine necessity to stop indication
11/29/2010 15:50:00,t04 determine confirmation of receipt
11/29/2010 15:58:00,t03 adjust confirmation of receipt
11/29/2010 16:05:00,t02 check confirmation of receipt
11/29/2010 16:41:00,t05 print and send confirmation of receipt
11/30/2010 08:53:00,t02 check confirmation of receipt
11/30/2010 09:21:00,t04 determine confirmation of receipt
11/30/2010 09:24:00,confirmation of receipt
11/30/2010 09:25:00,t06 determine necessity of stop advice
11/30/2010 09:26:00,t06 determine necessity of stop advice
11/30/2010 09:27:00,t06 determine necessity of stop advice
11/30/2010 09:27:00,t07-4 draft internal advice to hold for type 4
11/30/2010 09:28:00,t06 determine necessity of stop advice
11/30/2010 09:29:00,t10 determine necessity to stop indication
11/30/2010 09:39:00,t04 determine confirmation of receipt
11/30/2010 09:40:00,t06 determine necessity of stop advice
11/30/2010 09:40:00,t10 determine necessity to stop indication
11/30/2010 09:55:00,t04 determine confirmation of receipt
11/30/2010 09:56:00,t05 print and send confirmation of receipt
11/30/2010 09:59:00,t05 print and send confirmation of receipt
11/30/2010 10:01:00,t05 print and send confirmation of receipt
11/30/2010 10:02:00,t05 print and send confirmation of receipt
11/30/2010 10:09:00,t02 check confirmation of receipt
11/30/2010 10:10:00,t04 determine confirmation of receipt
11/30/2010 10:11:00,t05 print and send confirmation of receipt
11/30/2010 10:15:00,t05 print and send confirmation of receipt
11/30/2010 10:25:00,t05 print and send confirmation of receipt
11/30/2010 10:26:00,t05 print and send confirmation of receipt
11/30/2010 10:28:00,t05 print and send confirmation of receipt
11/30/2010 10:29:00,t05 print and send confirmation of receipt
11/30/2010 10:31:00,t05 print and send confirmation of receipt
11/30/2010 10:32:00,t05 print and send confirmation of receipt
11/30/2010 10:46:00,t05 print and send confirmation of receipt
11/30/2010 10:47:00,confirmation of receipt
11/30/2010 10:57:00,t06 determine necessity of stop advice
11/30/2010 10:57:00,t10 determine necessity to stop indication
11/30/2010 11:02:00,t05 print and send confirmation of receipt
11/30/2010 11:17:00,t05 print and send confirmation of receipt
11/30/2010 11:23:00,t04 determine confirmation of receipt
11/30/2010 12:15:00,t02 check confirmation of receipt
11/30/2010 12:33:00,t04 determine confirmation of receipt
11/30/2010 13:01:00,t04 determine confirmation of receipt
11/30/2010 13:05:00,confirmation of receipt
11/30/2010 13:18:00,t06 determine necessity of stop advice
11/30/2010 13:19:00,t02 check confirmation of receipt
11/30/2010 13:19:00,t10 determine necessity to stop indication
11/30/2010 13:20:00,t04 determine confirmation of receipt
11/30/2010 13:20:00,t05 print and send confirmation of receipt
11/30/2010 13:26:00,t05 print and send confirmation of receipt
11/30/2010 13:34:00,confirmation of receipt
11/30/2010 13:35:00,t02 check confirmation of receipt
11/30/2010 13:36:00,t04 determine confirmation of receipt
11/30/2010 13:37:00,t05 print and send confirmation of receipt
11/30/2010 13:37:00,t06 determine necessity of stop advice
11/30/2010 13:37:00,t10 determine necessity to stop indication
11/30/2010 14:56:00,confirmation of receipt
11/30/2010 14:57:00,t02 check confirmation of receipt
11/30/2010 14:58:00,t06 determine necessity of stop advice
11/30/2010 14:58:00,t06 determine necessity of stop advice
11/30/2010 14:58:00,t10 determine necessity to stop indication
11/30/2010 14:59:00,t04 determine confirmation of receipt
11/30/2010 15:00:00,t05 print and send confirmation of receipt
11/30/2010 15:01:00,t10 determine necessity to stop indication
